Specification vs. Statistical Parameter Table :
Variance Contribution
param name, Average(Mag), off_Nominal, on_Nominal
Algorithm, , Quadratic, Quadratic
I0.C4:mmcap, 0.0135089, -0.0118755, -0.0151423
I0.TN0:mbeta, 0.0241772, 0.0307891, 0.0175654
I0.TN0:mvth0, 0.0286311, -0.0362424, -0.0210198
I0.TN13:mbeta, 0.0235147, -0.0204689, -0.0265606
I0.TN13:mvth0, 0.012453, -0.00751195, -0.0173941
I0.TN14:mbeta, 0.01118, -0.0192454, 0.00311462
I0.TN14:mvth0, 0.0167545, -0.0103897, -0.0231194
I0.TN15:mbeta, 0.0191427, 0.011997, -0.0262884
I0.TN15:mvth0, 0.0283622, 0.0293785, -0.0273459
I0.TN16:mbeta, 0.028505, 0.049972, 0.00703801
I0.TN16:mvth0, 0.0273863, 0.0246402, -0.0301325
I0.TN3:mbeta, 0.0218017, 0.0179451, -0.0256584
I0.TN3:mvth0, 0.0265643, 0.00403362, 0.0490949
I0.TN4:mbeta, 0.0201816, -0.0365291, -0.00383407
I0.TN4:mvth0, 0.0471408, -0.0413884, 0.0528932
I0.TN5:mbeta, 0.0422477, 0.0791761, -0.0053194
I0.TN5:mvth0, 0.0228727, 0.0223004, 0.023445
I0.TP10:mbeta, 0.0246806, 0.0278384, 0.0215228
I0.TP10:mvth0, 0.0257616, 0.0255207, -0.0260024
I0.TP1:mbeta, 0.029194, -0.0365041, 0.0218838
I0.TP1:mvth0, 0.0407528, 0.0737661, -0.00773952
I0.TP2:mbeta, 0.0410046, -0.0612217, 0.0207875
I0.TP2:mvth0, 0.0310592, -0.0401698, 0.0219487
I0.TP3:mbeta, 0.0155019, 0.00180557, -0.0291983
I0.TP3:mvth0, 0.0374225, 0.0380432, 0.0368018
I0.TP4:mbeta, 0.0347059, 0.0437368, 0.025675
I0.TP4:mvth0, 0.00928887, -0.00827254, 0.0103052
I0.TP5:mbeta, 0.0198482, -0.00776679, 0.0319297
I0.TP5:mvth0, 0.0269545, 0.041293, 0.012616
I0.TP6:mbeta, 0.0316073, -0.0427504, 0.0204641
I0.TP6:mvth0, 0.0330366, -0.0409516, 0.0251217
I0.TP7:mbeta, 0.00302778, 0.00434198, 0.00171357
I0.TP7:mvth0, 0.0183564, 0.0130504, 0.0236624
I0.TP8:mbeta, 0.00935587, -0.00236896, 0.0163428
I0.TP8:mvth0, 0.0241267, 0.0239373, -0.0243161

Output Normalized Quadratic Regression Analysis
param name, Average(Mag), off_Nominal, on_Nominal
I0.C2:mmcap, 0.00718988, 0.00859247, -0.0057873
I0.C3:mmcap, 0.0221495, -0.0303681, -0.013931
I0.C4:mmcap, 0.00934543, -0.00822115, -0.0104697
I0.TN0:mbeta, 0.016389, 0.0208803, 0.0118976
I0.TN0:mvth0, 0.0206624, -0.0261672, -0.0151576
I0.TN13:mbeta, 0.0166418, -0.0144963, -0.0187873
I0.TN13:mvth0, 0.00901258, -0.00544129, -0.0125839
I0.TN14:mbeta, 0.00948376, -0.0163283, 0.00263925
I0.TN14:mvth0, 0.0108869, -0.00675686, -0.0150169
I0.TN15:mbeta, 0.0127823, 0.00801766, -0.017547
I0.TN15:mvth0, 0.0229505, 0.0237871, -0.0221139
I0.TN16:mbeta, 0.0195596, 0.034295, 0.00482409
I0.TN16:mvth0, 0.0191157, 0.0172107, -0.0210208
I0.TN3:mbeta, 0.0155233, 0.0127866, -0.01826
I0.TN3:mvth0, 0.0220666, 0.00335452, 0.0407787
I0.TN4:mbeta, 0.0133871, -0.0242338, -0.00254042
I0.TN4:mvth0, 0.0338463, -0.0297368, 0.0379558
I0.TN5:mbeta, 0.0368536, 0.0690723, -0.00463484
I0.TN5:mvth0, 0.0157915, 0.0154062, 0.0161769
I0.TP10:mbeta, 0.0185614, 0.0209476, 0.0161752
I0.TP10:mvth0, 0.020436, 0.0202576, -0.0206144
I0.TP1:mbeta, 0.0221173, -0.0276683, 0.0165663
I0.TP1:mvth0, 0.0360587, 0.065277, -0.00684037
I0.TP2:mbeta, 0.0326986, -0.0488357, 0.0165614
I0.TP2:mvth0, 0.023637, -0.0305838, 0.0166902
I0.TP3:mbeta, 0.0119014, 0.00138782, -0.022415
I0.TP3:mvth0, 0.0302348, 0.030755, 0.0297146
I0.TP4:mbeta, 0.0243273, 0.0306716, 0.017983
I0.TP4:mvth0, 0.0071971, -0.00641405, 0.00798015
I0.TP5:mbeta, 0.0136922, -0.00536322, 0.0220212
I0.TP5:mvth0, 0.0192414, 0.0294854, 0.00899737
I0.TP6:mbeta, 0.023128, -0.0312943, 0.0149616
I0.TP6:mvth0, 0.0231456, -0.0287044, 0.0175868
I0.TP7:mbeta, 0.00213067, 0.00305656, 0.00120478
I0.TP7:mvth0, 0.0167754, 0.0119359, 0.0216149
I0.TP8:mbeta, 0.00637783, -0.00161665, 0.011139
I0.TP8:mvth0, 0.0185528, 0.0184186, -0.0186869

Input Output Normalized Quadratic Regression Analysis
param name, Average(Mag), off_Nominal, on_Nominal
I0.C2:mmcap, 0.000882575, 0.00105475, -0.000710404
I0.C3:mmcap, 0.00245564, -0.0033668, -0.00154447
I0.C4:mmcap, 0.00111613, -0.000981853, -0.0012504
I0.TN0:mbeta, 0.00199804, 0.0025456, 0.00145048
I0.TN0:mvth0, 0.00236611, -0.00299647, -0.00173574
I0.TN13:mbeta, 0.00194281, -0.00169234, -0.00219328
I0.TN13:mvth0, 0.00102871, -0.000621079, -0.00143634
I0.TN14:mbeta, 0.000924189, -0.00159118, 0.000257194
I0.TN14:mvth0, 0.00138406, -0.000859006, -0.00190912
I0.TN15:mbeta, 0.00158135, 0.000991894, -0.0021708
I0.TN15:mvth0, 0.00234355, 0.00242898, -0.00225813
I0.TN16:mbeta, 0.0023564, 0.00413163, 0.000581174
I0.TN16:mvth0, 0.00226273, 0.00203722, -0.00248823
I0.TN3:mbeta, 0.00180123, 0.00148368, -0.00211878
I0.TN3:mvth0, 0.00219379, 0.000333495, 0.00405408
I0.TN4:mbeta, 0.00166839, -0.00302018, -0.000316604
I0.TN4:mvth0, 0.00389484, -0.00342194, 0.00436773
I0.TN5:mbeta, 0.00349272, 0.00654618, -0.000439257
I0.TN5:mvth0, 0.00188989, 0.00184377, 0.00193601
I0.TP10:mbeta, 0.00203946, 0.00230165, 0.00177728
I0.TP10:mvth0, 0.0021286, 0.00211002, -0.00214719
I0.TP1:mbeta, 0.0024126, -0.00301812, 0.00180709
I0.TP1:mvth0, 0.003369, 0.00609889, -0.000639102
I0.TP2:mbeta, 0.00338915, -0.00506173, 0.00171656
I0.TP2:mvth0, 0.00256682, -0.00332119, 0.00181244
I0.TP3:mbeta, 0.00128019, 0.000149282, -0.00241109
I0.TP3:mvth0, 0.00309216, 0.00314536, 0.00303896
I0.TP4:mbeta, 0.00286813, 0.00361611, 0.00212015
I0.TP4:mvth0, 0.000767465, -0.000683964, 0.000850966
I0.TP5:mbeta, 0.00163939, -0.000642149, 0.00263664
I0.TP5:mvth0, 0.00222792, 0.00341406, 0.00104179
I0.TP6:mbeta, 0.0026122, -0.00353455, 0.00168985
I0.TP6:mvth0, 0.00273014, -0.00338583, 0.00207446
I0.TP7:mbeta, 0.000250245, 0.00035899, 0.000141501
I0.TP7:mvth0, 0.00151647, 0.00107899, 0.00195396
I0.TP8:mbeta, 0.000772695, -0.000195862, 0.00134953
I0.TP8:mvth0, 0.00199352, 0.00197911, -0.00200793

Mismatch Contribution Table :
kappalib:pixel_tweak_tb:1
param name, off_Nominal, on_Nominal
Algorithm, Quadratic, Quadratic
R Squared, 0.901667, 0.902489
/I0/C2:mmcap, 0.0027987, 0.0150446
/I0/C3:mmcap, 0.00179392, 0
/I0/C4:mmcap, 0.00734898, 0.00240619
/I0/TN0:mbeta, 0.00260237, 0.0153618
/I0/TN0:mvth0, 0, 0.0191994
/I0/TN13:mbeta, 0.0188067, 0.00146865
/I0/TN13:mvth0, 0.00273001, 0
/I0/TN14:mbeta, 0, 0.001627
/I0/TN14:mvth0, 0.00750413, 0.00069932
/I0/TN15:mbeta, 0.00747534, 0.0256797
/I0/TN15:mvth0, 0, 0.00144266
/I0/TN16:mbeta, 0.00612251, 0.0198634
/I0/TN16:mvth0, 0, 0.00674484
/I0/TN3:mbeta, 0.00885437, 0.0292074
/I0/TN3:mvth0, 0.128391, 0.0972006
/I0/TN4:mbeta, 0, 0
/I0/TN4:mvth0, 0.0215426, 0.131367
/I0/TN5:mbeta, 0.00202739, 0.010426
/I0/TN5:mvth0, 0.26933, 0.0314841
/I0/TP10:mbeta, 0, 0.0246027
/I0/TP10:mvth0, 0, 0.00475887
/I0/TP1:mbeta, 0, 0.00330686
/I0/TP1:mvth0, 0.00747534, 0.000461076
/I0/TP2:mbeta, 0.0027987, 0.00325439
/I0/TP2:mvth0, 0.0040685, 0.00459014
/I0/TP3:mbeta, 0, 0.00779376
/I0/TP3:mvth0, 0.000993546, 0.153808
/I0/TP4:mbeta, 0.0207893, 0.176776
/I0/TP4:mvth0, 0.0059398, 0.0306258
/I0/TP5:mbeta, 0.00128746, 0.0675424
/I0/TP5:mvth0, 0, 0.0440867
/I0/TP6:mbeta, 0, 0.000149789
/I0/TP6:mvth0, 0.401109, 0.0369165
/I0/TP7:mbeta, 0, 0.0215798
/I0/TP7:mvth0, 0, 0.0037805
/I0/TP8:mbeta, 0.00203465, 0
/I0/TP8:mvth0, 0.0661769, 0.00674484

