abs(i("/TP0/D" ?result "dc")) (sc=0.9) X,abs(i("/TP0/D" ?result "dc")) (sc=0.9) Y,abs(i("/TP0/D" ?result "dc")) (sc=1) X,abs(i("/TP0/D" ?result "dc")) (sc=1) Y,abs(i("/TP0/D" ?result "dc")) (sc=1.1) X,abs(i("/TP0/D" ?result "dc")) (sc=1.1) Y,abs(i("/TP0/D" ?result "dc")) (sc=1.2) X,abs(i("/TP0/D" ?result "dc")) (sc=1.2) Y,abs(i("/TP0/D" ?result "dc")) (sc=1.3) X,abs(i("/TP0/D" ?result "dc")) (sc=1.3) Y,abs(i("/TP0/D" ?result "dc")) (sc=1.4) X,abs(i("/TP0/D" ?result "dc")) (sc=1.4) Y,abs(i("/TP0/D" ?result "dc")) (sc=1.5) X,abs(i("/TP0/D" ?result "dc")) (sc=1.5) Y,abs(i("/TP0/D" ?result "dc")) (sc=1.6) X,abs(i("/TP0/D" ?result "dc")) (sc=1.6) Y,abs(i("/TP0/D" ?result "dc")) (sc=1.7) X,abs(i("/TP0/D" ?result "dc")) (sc=1.7) Y
-0.1999999999999999,1.27258581927088e-08,-0.1999999999999999,3.491389236808346e-08,-0.1999999999999999,8.800994421201081e-08,-0.1999999999999999,1.969123720627324e-07,-0.1999999999999999,3.880143765640478e-07,-0.1999999999999999,6.836544816837664e-07,-0.1999999999999999,1.100802670293793e-06,-0.1999999999999999,1.651540998197015e-06,-0.1999999999999999,2.343699900623175e-06
-0.1499999999999999,2.739074080145054e-09,-0.1499999999999999,7.922469989729549e-09,-0.1499999999999999,2.219297203003475e-08,-0.1499999999999999,5.824002294556845e-08,-0.1499999999999999,1.375029878214954e-07,-0.1499999999999999,2.858455184859444e-07,-0.1499999999999999,5.264259342205514e-07,-0.1499999999999999,8.758345691668076e-07,-0.1499999999999999,1.343467023483093e-06
-0.09999999999999991,5.673498470394632e-10,-0.09999999999999991,1.665838342435581e-09,-0.09999999999999991,4.843267045133042e-09,-0.09999999999999991,1.378179930253695e-08,-0.09999999999999991,3.735925142299108e-08,-0.09999999999999991,9.251625450484653e-08,-0.09999999999999991,2.021428465739245e-07,-0.09999999999999991,3.870344876036005e-07,-0.09999999999999991,6.592385450119052e-07
-0.04999999999999991,1.055371777034009e-10,-0.04999999999999991,3.111448848573332e-10,-0.04999999999999991,9.13808501245194e-10,-0.04999999999999991,2.667090534521555e-09,-0.04999999999999991,7.668188729995837e-09,-0.04999999999999991,2.122487411458796e-08,-0.04999999999999991,5.417357122278733e-08,-0.04999999999999991,1.215451865514312e-07,-0.04999999999999991,2.350152196066985e-07
0,2.210046166842076e-16,0,1.666266800041185e-16,0,1.238836081898002e-16,0,9.061744627197949e-17,0,6.496132606773468e-17,0,4.530979599679262e-17,0,3.027150862518e-17,0,1.858329280412176e-17,0,9.058331473992875e-18
0.05,3.137883005902939e-11,0.05,9.24855022542102e-11,0.05,2.720978735658466e-10,0.05,7.992045581918326e-10,0.05,2.338955392810471e-09,0.05,6.7685893376008e-09,0.05,1.89683929596642e-08,0.05,4.938666556015084e-08,0.05,1.136106851150228e-07
0.1,5.021137185754448e-11,0.1,1.476848965025458e-10,0.1,4.336882264057277e-10,0.1,1.271459046336439e-09,0.1,3.712089559325074e-09,0.1,1.069641934800015e-08,0.1,2.973483985780292e-08,0.1,7.6578315286628e-08,0.1,1.753222431325139e-07
0.15,7.256322754216289e-11,0.15,2.128805944746814e-10,0.15,6.236012063654295e-10,0.15,1.823159158036841e-09,0.15,5.300444436436072e-09,0.15,1.514733336665072e-08,0.15,4.141462539757168e-08,0.15,1.038808890839339e-07,0.15,2.310267243511786e-07
0.2,1.03440021257517e-10,0.2,3.026213432239951e-10,0.2,8.840238574306522e-10,0.2,2.575869660824205e-09,0.2,7.447913048574015e-09,0.2,2.105121445149856e-08,0.2,5.634616668347392e-08,0.2,1.36909864741042e-07,0.2,2.941330930407741e-07
0.25,1.466951533457114e-10,0.25,4.279271988416258e-10,0.25,1.246314869392682e-09,0.25,3.617342762648979e-09,0.25,1.038816482845419e-08,0.25,2.895903044823384e-08,0.25,7.558527405184321e-08,0.25,1.774037195504848e-07,0.25,3.678436923985278e-07
0.3,2.072558959164544e-10,0.3,6.027957712797743e-10,0.3,1.749922788795595e-09,0.3,5.055895846646512e-09,0.3,1.439730812832682e-08,0.3,3.946186141371528e-08,0.3,1.000790508302747e-07,0.3,2.265288121785385e-07,0.3,4.535810090673937e-07
0.35,2.918721270778673e-10,0.35,8.463106136294267e-10,0.35,2.448174382331025e-09,0.35,7.035192802450082e-09,0.35,1.982570500576338e-08,0.35,5.324752606388522e-08,0.35,1.30806085209729e-07,0.35,2.853501476786666e-07,0.35,5.524314635863764e-07
0.4,4.098417944133772e-10,0.4,1.184623539993081e-09,0.4,3.413406708763868e-09,0.4,9.745534192346437e-09,0.4,2.711328018678861e-08,0.4,7.110254631807123e-08,0.4,1.687758589074931e-07,0.4,3.548939444064248e-07,0.4,6.653866913279814e-07
0.45,5.739569328881069e-10,0.45,1.653494738080153e-09,0.45,4.743262995805776e-09,0.45,1.343608554515864e-08,0.45,3.679976359249182e-08,0.45,9.389951045144996e-08,0.45,2.150104411397899e-07,0.45,4.361551506902949e-07,0.45,7.933952105069649e-07
0.4999999999999999,8.017776224335503e-10,0.4999999999999999,2.301648040551548e-09,0.4999999999999999,6.568587521983097e-09,0.4999999999999999,1.842800875253783e-08,0.4999999999999999,4.952915560634488e-08,0.4999999999999999,1.225768817697718e-07,0.4999999999999999,2.705270355380623e-07,0.4999999999999999,5.300984033371196e-07,0.4999999999999999,9.373790296494768e-07
0.5499999999999999,1.117346819357821e-09,0.5499999999999999,3.19517481719301e-09,0.5499999999999999,9.063087202955283e-09,0.5499999999999999,2.512733780314179e-08,0.5499999999999999,6.604662208294542e-08,0.5499999999999999,1.581153879750133e-07,0.5499999999999999,3.363251442543545e-07,0.5499999999999999,6.376596499941797e-07,0.5499999999999999,1.098242464487035e-06
0.6,1.553486104141733e-09,0.6,4.423233079034149e-09,0.6,1.245468508999604e-08,0.6,3.403569059002242e-08,0.6,8.718709441973816e-08,0.6,2.015148611077162e-07,0.6,4.133787868992234e-07,0.6,7.597491619938475e-07,0.6,1.276878899808884e-06
0.65,2.154845544914353e-09,0.65,6.105278071343099e-09,0.65,1.703810589217228e-08,0.65,4.575643655152531e-08,0.65,1.138566967273056e-07,0.65,2.537745351863318e-07,0.65,5.026330658192009e-07,0.65,8.972555949583829e-07,0.65,1.474176918060263e-06
0.7,2.981914309688557e-09,0.7,8.399991345328142e-09,0.7,2.318767698215094e-08,0.7,6.09940630868486e-08,0.7,1.47009850989946e-07,0.7,3.15878412376998e-07,0.7,6.050040141918947e-07,0.7,1.051050686714986e-06,0.7,1.691026232271917e-06
