/TP0/D (Vc=0.9) X,/TP0/D (Vc=0.9) Y,/TP0/D (Vc=1.014286) X,/TP0/D (Vc=1.014286) Y,/TP0/D (Vc=1.128571) X,/TP0/D (Vc=1.128571) Y,/TP0/D (Vc=1.242857) X,/TP0/D (Vc=1.242857) Y,/TP0/D (Vc=1.357143) X,/TP0/D (Vc=1.357143) Y,/TP0/D (Vc=1.471429) X,/TP0/D (Vc=1.471429) Y,/TP0/D (Vc=1.585714) X,/TP0/D (Vc=1.585714) Y,/TP0/D (Vc=1.7) X,/TP0/D (Vc=1.7) Y,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.7)) X,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.7)) Y,abs(value(getData("/TP0/D" ?result "dc") "Vc" 0.9)) X,abs(value(getData("/TP0/D" ?result "dc") "Vc" 0.9)) Y,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.1)) X,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.1)) Y,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.2)) X,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.2)) Y,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.3)) X,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.3)) Y,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.4)) X,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.4)) Y,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.6)) X,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.6)) Y,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.0)) X,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.0)) Y,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.5)) X,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.5)) Y
0.224,-1.161036203872872e-06,0.224,-1.776901517104242e-06,0.224,-2.559434872313156e-06,0.224,-3.522606500189116e-06,0.224,-4.681507359830069e-06,0.224,-6.052865095110366e-06,0.224,-7.655313848327976e-06,0.224,-9.509311221603515e-06,0.224,9.509311221603515e-06,0.224,1.161036203872872e-06,0.224,1.776901517104242e-06,0.224,2.559434872313156e-06,0.224,3.522606500189116e-06,0.224,4.681507359830069e-06,0.224,7.655313848327976e-06,0.224,1.161036203872872e-06,0.224,6.052865095110366e-06
0.252,-1.945081206390398e-06,0.252,-2.764353257853532e-06,0.252,-3.761951661710066e-06,0.252,-4.951231985550279e-06,0.252,-6.347180768727404e-06,0.252,-7.966833855864956e-06,0.252,-9.829576333241409e-06,0.252,-1.195726072673947e-05,0.252,1.195726072673947e-05,0.252,1.945081206390398e-06,0.252,2.764353257853532e-06,0.252,3.761951661710066e-06,0.252,4.951231985550279e-06,0.252,6.347180768727404e-06,0.252,9.829576333241409e-06,0.252,1.945081206390398e-06,0.252,7.966833855864956e-06
0.28,-2.970312553996809e-06,0.28,-4.003233760839189e-06,0.28,-5.224138007015615e-06,0.28,-6.646235478203918e-06,0.28,-8.284697902295471e-06,0.28,-1.015704878575537e-05,0.28,-1.228351260824947e-05,0.28,-1.46872936635847e-05,0.28,1.46872936635847e-05,0.28,2.970312553996809e-06,0.28,4.003233760839189e-06,0.28,5.224138007015615e-06,0.28,6.646235478203918e-06,0.28,8.284697902295471e-06,0.28,1.228351260824947e-05,0.28,2.970312553996809e-06,0.28,1.015704878575537e-05
0.3080000000000001,-4.243026427823185e-06,0.3080000000000001,-5.497027284570713e-06,0.3080000000000001,-6.947219740975663e-06,0.3080000000000001,-8.606936355573078e-06,0.3080000000000001,-1.049170508107456e-05,0.3080000000000001,-1.26196431977992e-05,0.3080000000000001,-1.501186120198021e-05,0.3080000000000001,-1.769287328520772e-05,0.3080000000000001,1.769287328520772e-05,0.3080000000000001,4.243026427823185e-06,0.3080000000000001,5.497027284570713e-06,0.3080000000000001,6.947219740975663e-06,0.3080000000000001,8.606936355573078e-06,0.3080000000000001,1.049170508107456e-05,0.3080000000000001,1.501186120198021e-05,0.3080000000000001,4.243026427823185e-06,0.3080000000000001,1.26196431977992e-05
0.3360000000000001,-5.765844174024343e-06,0.3360000000000001,-7.246319649631642e-06,0.3360000000000001,-8.930060170147249e-06,0.3360000000000001,-1.083068721670482e-05,0.3360000000000001,-1.296419222900352e-05,0.3360000000000001,-1.534935027704032e-05,0.3360000000000001,-1.800817823473976e-05,0.3360000000000001,-2.096645341695675e-05,0.3360000000000001,2.096645341695675e-05,0.3360000000000001,5.765844174024343e-06,0.3360000000000001,7.246319649631642e-06,0.3360000000000001,8.930060170147249e-06,0.3360000000000001,1.083068721670482e-05,0.3360000000000001,1.296419222900352e-05,0.3360000000000001,1.800817823473976e-05,0.3360000000000001,5.765844174024343e-06,0.3360000000000001,1.534935027704032e-05
0.3640000000000001,-7.53879057172663e-06,0.3640000000000001,-9.249575610920431e-06,0.3640000000000001,-1.116975489752025e-05,0.3640000000000001,-1.331335115643554e-05,0.3640000000000001,-1.569688984842512e-05,0.3640000000000001,-1.833984170381579e-05,0.3640000000000001,-2.126513179140472e-05,0.3640000000000001,-2.449974473010383e-05,0.3640000000000001,2.449974473010383e-05,0.3640000000000001,7.53879057172663e-06,0.3640000000000001,9.249575610920431e-06,0.3640000000000001,1.116975489752025e-05,0.3640000000000001,1.331335115643554e-05,0.3640000000000001,1.569688984842512e-05,0.3640000000000001,2.126513179140472e-05,0.3640000000000001,7.53879057172663e-06,0.3640000000000001,1.833984170381579e-05
0.3920000000000001,-9.559977334077337e-06,0.3920000000000001,-1.150366564076468e-05,0.3920000000000001,-1.366205643495496e-05,0.3920000000000001,-1.604965590340513e-05,0.3920000000000001,-1.868357158521955e-05,0.3920000000000001,-2.15839899693294e-05,0.3920000000000001,-2.477473104107777e-05,0.3920000000000001,-2.82839178297563e-05,0.3920000000000001,2.82839178297563e-05,0.3920000000000001,9.559977334077337e-06,0.3920000000000001,1.150366564076468e-05,0.3920000000000001,1.366205643495496e-05,0.3920000000000001,1.604965590340513e-05,0.3920000000000001,1.868357158521955e-05,0.3920000000000001,2.477473104107777e-05,0.3920000000000001,9.559977334077337e-06,0.3920000000000001,2.15839899693294e-05
0.4200000000000002,-1.182607089106671e-05,0.4200000000000002,-1.400424484105139e-05,0.4200000000000002,-1.640169105531404e-05,0.4200000000000002,-1.903346498338633e-05,0.4200000000000002,-2.191728972722329e-05,0.4200000000000002,-2.507407418718304e-05,0.4200000000000002,-2.852850580302231e-05,0.4200000000000002,-3.230975938866394e-05,0.4200000000000002,3.230975938866394e-05,0.4200000000000002,1.182607089106671e-05,0.4200000000000002,1.400424484105139e-05,0.4200000000000002,1.640169105531404e-05,0.4200000000000002,1.903346498338633e-05,0.4200000000000002,2.191728972722329e-05,0.4200000000000002,2.852850580302231e-05,0.4200000000000002,1.182607089106671e-05,0.4200000000000002,2.507407418718304e-05
0.4480000000000002,-1.433263042092355e-05,0.4480000000000002,-1.67460370663692e-05,0.4480000000000002,-1.938260240739506e-05,0.4480000000000002,-2.225798961642078e-05,0.4480000000000002,-2.539056084287295e-05,0.4480000000000002,-2.880194260684248e-05,0.4480000000000002,-3.251764737856106e-05,0.4480000000000002,-3.656779169442155e-05,0.4480000000000002,3.656779169442155e-05,0.4480000000000002,1.433263042092355e-05,0.4480000000000002,1.67460370663692e-05,0.4480000000000002,1.938260240739506e-05,0.4480000000000002,2.225798961642078e-05,0.4480000000000002,2.539056084287295e-05,0.4480000000000002,3.251764737856106e-05,0.4480000000000002,1.433263042092355e-05,0.4480000000000002,2.880194260684248e-05
0.4760000000000002,-1.707435955554467e-05,0.4760000000000002,-1.9723054046502e-05,0.4760000000000002,-2.259814253049507e-05,0.4760000000000002,-2.571595640610288e-05,0.4760000000000002,-2.909551312433319e-05,0.4760000000000002,-3.275914113796276e-05,0.4760000000000002,-3.673311848346553e-05,0.4760000000000002,-4.104836278628386e-05,0.4760000000000002,4.104836278628386e-05,0.4760000000000002,1.707435955554467e-05,0.4760000000000002,1.9723054046502e-05,0.4760000000000002,2.259814253049507e-05,0.4760000000000002,2.571595640610288e-05,0.4760000000000002,2.909551312433319e-05,0.4760000000000002,3.673311848346553e-05,0.4760000000000002,1.707435955554467e-05,0.4760000000000002,3.275914113796276e-05
0.5040000000000002,-2.004527916266759e-05,0.5040000000000002,-2.292876748712317e-05,0.5040000000000002,-2.604122348333519e-05,0.5040000000000002,-2.939974099748883e-05,0.5040000000000002,-3.302400362541679e-05,0.5040000000000002,-3.693701472014205e-05,0.5040000000000002,-4.116573812978755e-05,0.5040000000000002,-4.574171234089544e-05,0.5040000000000002,4.574171234089544e-05,0.5040000000000002,2.004527916266759e-05,0.5040000000000002,2.292876748712317e-05,0.5040000000000002,2.604122348333519e-05,0.5040000000000002,2.939974099748883e-05,0.5040000000000002,3.302400362541679e-05,0.5040000000000002,4.116573812978755e-05,0.5040000000000002,2.004527916266759e-05,0.5040000000000002,3.693701472014205e-05
0.5320000000000003,-2.323860010750679e-05,0.5320000000000003,-2.635624567128089e-05,0.5320000000000003,-2.970443855695794e-05,0.5320000000000003,-3.330147493385618e-05,0.5320000000000003,-3.716771142924691e-05,0.5320000000000003,-4.132678669781563e-05,0.5320000000000003,-4.580624589324592e-05,0.5320000000000003,-5.063801703000754e-05,0.5320000000000003,5.063801703000754e-05,0.5320000000000003,2.323860010750679e-05,0.5320000000000003,2.635624567128089e-05,0.5320000000000003,2.970443855695794e-05,0.5320000000000003,3.330147493385618e-05,0.5320000000000003,3.716771142924691e-05,0.5320000000000003,4.580624589324592e-05,0.5320000000000003,2.323860010750679e-05,0.5320000000000003,4.132678669781563e-05
0.5600000000000003,-2.664313124291826e-05,0.5600000000000003,-2.999826211897777e-05,0.5600000000000003,-3.35801594517409e-05,0.5600000000000003,-3.741313105043324e-05,0.5600000000000003,-4.151821132016989e-05,0.5600000000000003,-4.591962016331291e-05,0.5600000000000003,-5.064534894067797e-05,0.5600000000000003,-5.572741795609809e-05,0.5600000000000003,5.572741795609809e-05,0.5600000000000003,2.664313124291826e-05,0.5600000000000003,2.999826211897777e-05,0.5600000000000003,3.35801594517409e-05,0.5600000000000003,3.741313105043324e-05,0.5600000000000003,4.151821132016989e-05,0.5600000000000003,5.064534894067797e-05,0.5600000000000003,2.664313124291826e-05,0.5600000000000003,4.591962016331291e-05
0.5880000000000003,-3.022957235643926e-05,0.5880000000000003,-3.384737976997895e-05,0.5880000000000003,-3.766061411890775e-05,0.5880000000000003,-4.172659145828069e-05,0.5880000000000003,-4.60670314936013e-05,0.5880000000000003,-5.070666433646127e-05,0.5880000000000003,-5.56737543546599e-05,0.5880000000000003,-6.100003181906117e-05,0.5880000000000003,6.100003181906117e-05,0.5880000000000003,3.022957235643926e-05,0.5880000000000003,3.384737976997895e-05,0.5880000000000003,3.766061411890775e-05,0.5880000000000003,4.172659145828069e-05,0.5880000000000003,4.60670314936013e-05,0.5880000000000003,5.56737543546599e-05,0.5880000000000003,3.022957235643926e-05,0.5880000000000003,5.070666433646127e-05
0.6160000000000003,-3.396155461972017e-05,0.6160000000000003,-3.789599523282432e-05,0.6160000000000003,-4.19379488078598e-05,0.6160000000000003,-4.62337012553771e-05,0.6160000000000003,-5.080569806383843e-05,0.6160000000000003,-5.567908835429271e-05,0.6160000000000003,-6.088218860282761e-05,0.6160000000000003,-6.644594658240139e-05,0.6160000000000003,6.644594658240139e-05,0.6160000000000003,3.396155461972017e-05,0.6160000000000003,3.789599523282432e-05,0.6160000000000003,4.19379488078598e-05,0.6160000000000003,4.62337012553771e-05,0.6160000000000003,5.080569806383843e-05,0.6160000000000003,6.088218860282761e-05,0.6160000000000003,3.396155461972017e-05,0.6160000000000003,5.567908835429271e-05
0.6440000000000003,-3.778209554605476e-05,0.6440000000000003,-4.213610371241189e-05,0.6440000000000003,-4.640427698811352e-05,0.6440000000000003,-5.092631042081216e-05,0.6440000000000003,-5.572576853452131e-05,0.6440000000000003,-6.082810428544706e-05,0.6440000000000003,-6.626140539720446e-05,0.6440000000000003,-7.205520149659374e-05,0.6440000000000003,7.205520149659374e-05,0.6440000000000003,3.778209554605476e-05,0.6440000000000003,4.213610371241189e-05,0.6440000000000003,4.640427698811352e-05,0.6440000000000003,5.092631042081216e-05,0.6440000000000003,5.572576853452131e-05,0.6440000000000003,6.626140539720446e-05,0.6440000000000003,3.778209554605476e-05,0.6440000000000003,6.082810428544706e-05
0.6720000000000004,-4.159865915588401e-05,0.6720000000000004,-4.655549712631461e-05,0.6720000000000004,-5.105171694277711e-05,0.6720000000000004,-5.579630582285415e-05,0.6720000000000004,-6.081885592397489e-05,0.6720000000000004,-6.614498071815576e-05,0.6720000000000004,-7.180218263929305e-05,0.6720000000000004,-7.781775028262542e-05,0.6720000000000004,7.781775028262542e-05,0.6720000000000004,4.159865915588401e-05,0.6720000000000004,4.655549712631461e-05,0.6720000000000004,5.105171694277711e-05,0.6720000000000004,5.579630582285415e-05,0.6720000000000004,6.081885592397489e-05,0.6720000000000004,7.180218263929305e-05,0.6720000000000004,4.159865915588401e-05,0.6720000000000004,6.614498071815576e-05
0.7,-4.530123295950326e-05,0.7,-5.112118502255049e-05,0.7,-5.587241755064028e-05,0.7,-6.08356348512983e-05,0.7,-6.607664485168528e-05,0.7,-7.162104786651404e-05,0.7,-7.74953086015488e-05,0.7,-8.37234049115738e-05,0.7,8.37234049115738e-05,0.7,4.530123295950326e-05,0.7,5.112118502255049e-05,0.7,5.587241755064028e-05,0.7,6.08356348512983e-05,0.7,6.607664485168528e-05,0.7,7.74953086015488e-05,0.7,4.530123295950326e-05,0.7,7.162104786651404e-05
