/TP0/D (Vc=0.9) X,/TP0/D (Vc=0.9) Y,/TP0/D (Vc=1.014286) X,/TP0/D (Vc=1.014286) Y,/TP0/D (Vc=1.128571) X,/TP0/D (Vc=1.128571) Y,/TP0/D (Vc=1.242857) X,/TP0/D (Vc=1.242857) Y,/TP0/D (Vc=1.357143) X,/TP0/D (Vc=1.357143) Y,/TP0/D (Vc=1.471429) X,/TP0/D (Vc=1.471429) Y,/TP0/D (Vc=1.585714) X,/TP0/D (Vc=1.585714) Y,/TP0/D (Vc=1.7) X,/TP0/D (Vc=1.7) Y,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.7)) X,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.7)) Y,abs(value(getData("/TP0/D" ?result "dc") "Vc" 0.9)) X,abs(value(getData("/TP0/D" ?result "dc") "Vc" 0.9)) Y,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.1)) X,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.1)) Y,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.2)) X,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.2)) Y,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.3)) X,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.3)) Y,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.4)) X,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.4)) Y,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.6)) X,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.6)) Y,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.0)) X,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.0)) Y,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.5)) X,abs(value(getData("/TP0/D" ?result "dc") "Vc" 1.5)) Y
-0.1399999999999996,1.504782858537253e-10,-0.1399999999999996,5.541434918085808e-10,-0.1399999999999996,2.035408778114267e-09,-0.1399999999999996,7.389458938087871e-09,-0.1399999999999996,2.570705157058366e-08,-0.1399999999999996,8.025109146608865e-08,-0.1399999999999996,2.108303458247415e-07,-0.1399999999999996,4.631392661940747e-07,-0.1399999999999996,4.631392661940747e-07,-0.1399999999999996,1.504782858537253e-10,-0.1399999999999996,5.541434918085808e-10,-0.1399999999999996,2.035408778114267e-09,-0.1399999999999996,7.389458938087871e-09,-0.1399999999999996,2.570705157058366e-08,-0.1399999999999996,2.108303458247415e-07,-0.1399999999999996,1.504782858537253e-10,-0.1399999999999996,8.025109146608865e-08
-0.1119999999999996,1.086043725536043e-10,-0.1119999999999996,4.001028210475541e-10,-0.1119999999999996,1.471167546501534e-09,-0.1119999999999996,5.364528397225666e-09,-0.1119999999999996,1.893611905226062e-08,-0.1119999999999996,6.105873371862608e-08,-0.1119999999999996,1.675970473291474e-07,-0.1119999999999996,3.832951986050808e-07,-0.1119999999999996,3.832951986050808e-07,-0.1119999999999996,1.086043725536043e-10,-0.1119999999999996,4.001028210475541e-10,-0.1119999999999996,1.471167546501534e-09,-0.1119999999999996,5.364528397225666e-09,-0.1119999999999996,1.893611905226062e-08,-0.1119999999999996,1.675970473291474e-07,-0.1119999999999996,1.086043725536043e-10,-0.1119999999999996,6.105873371862608e-08
-0.08399999999999958,7.829001009820047e-11,-0.08399999999999958,2.885384475950255e-10,-0.08399999999999958,1.061750522146972e-09,-0.08399999999999958,3.883780498464972e-09,-0.08399999999999958,1.386277822330872e-08,-0.08399999999999958,4.594616401564456e-08,-0.08399999999999958,1.3148064814561e-07,-0.08399999999999958,3.132625628182342e-07,-0.08399999999999958,3.132625628182342e-07,-0.08399999999999958,7.829001009820047e-11,-0.08399999999999958,2.885384475950255e-10,-0.08399999999999958,1.061750522146972e-09,-0.08399999999999958,3.883780498464972e-09,-0.08399999999999958,1.386277822330872e-08,-0.08399999999999958,1.3148064814561e-07,-0.08399999999999958,7.829001009820047e-11,-0.08399999999999958,4.594616401564456e-08
-0.05599999999999958,5.609620357128913e-11,-0.05599999999999958,2.068283624619036e-10,-0.05599999999999958,7.614838991499541e-10,-0.05599999999999958,2.791396846834839e-09,-0.05599999999999958,1.004464210201414e-08,-0.05599999999999958,3.402590303837768e-08,-0.05599999999999958,1.00917831665603e-07,-0.05599999999999958,2.486575569444088e-07,-0.05599999999999958,2.486575569444088e-07,-0.05599999999999958,5.609620357128913e-11,-0.05599999999999958,2.068283624619036e-10,-0.05599999999999958,7.614838991499541e-10,-0.05599999999999958,2.791396846834839e-09,-0.05599999999999958,1.004464210201414e-08,-0.05599999999999958,1.00917831665603e-07,-0.05599999999999958,5.609620357128913e-11,-0.05599999999999958,3.402590303837768e-08
-0.02799999999999958,3.587378381857732e-11,-0.02799999999999958,1.323213958298206e-10,-0.02799999999999958,4.872965594287435e-10,-0.02799999999999958,1.787995495692643e-09,-0.02799999999999958,6.46017936087835e-09,-0.02799999999999958,2.212655547909777e-08,-0.02799999999999958,6.650780721330634e-08,-0.02799999999999958,1.630532634187366e-07,-0.02799999999999958,1.630532634187366e-07,-0.02799999999999958,3.587378381857732e-11,-0.02799999999999958,1.323213958298206e-10,-0.02799999999999958,4.872965594287435e-10,-0.02799999999999958,1.787995495692643e-09,-0.02799999999999958,6.46017936087835e-09,-0.02799999999999958,6.650780721330634e-08,-0.02799999999999958,3.587378381857732e-11,-0.02799999999999958,2.212655547909777e-08
0,-9.116440394886789e-16,0,-6.594300349585114e-16,0,-4.681826865301246e-16,0,-3.250059791039342e-16,0,-2.189961829902884e-16,0,-1.409609088612042e-16,0,-8.2889319852614e-17,0,-3.736561308758265e-17,0,3.736561308758265e-17,0,9.116440394886789e-16,0,6.594300349585114e-16,0,4.681826865301246e-16,0,3.250059791039342e-16,0,2.189961829902884e-16,0,8.2889319852614e-17,0,9.116440394886789e-16,0,1.409609088612042e-16
0.028,-1.360070721012681e-10,0.028,-5.011674753010195e-10,0.028,-1.834204977923124e-09,0.028,-6.586190741803415e-09,0.028,-2.231981298726526e-08,0.028,-6.613083753301551e-08,0.028,-1.597563977939574e-07,0.028,-3.136362960488141e-07,0.028,3.136362960488141e-07,0.028,1.360070721012681e-10,0.028,5.011674753010195e-10,0.028,1.834204977923124e-09,0.028,6.586190741803415e-09,0.028,2.231981298726526e-08,0.028,1.597563977939574e-07,0.028,1.360070721012681e-10,0.028,6.613083753301551e-08
0.05599999999999999,-8.042742670055844e-10,0.05599999999999999,-2.941193825758455e-09,0.05599999999999999,-1.04772885740177e-08,0.05599999999999999,-3.480950502248529e-08,0.05599999999999999,-1.005185276409888e-07,0.05599999999999999,-2.409128465923299e-07,0.05599999999999999,-4.825406708920018e-07,0.05599999999999999,-8.337140808388703e-07,0.05599999999999999,8.337140808388703e-07,0.05599999999999999,8.042742670055844e-10,0.05599999999999999,2.941193825758455e-09,0.05599999999999999,1.04772885740177e-08,0.05599999999999999,3.480950502248529e-08,0.05599999999999999,1.005185276409888e-07,0.05599999999999999,4.825406708920018e-07,0.05599999999999999,8.042742670055844e-10,0.05599999999999999,2.409128465923299e-07
0.08399999999999999,-4.191912063620532e-09,0.08399999999999999,-1.478208668289662e-08,0.08399999999999999,-4.768239651928331e-08,0.08399999999999999,-1.314016980466541e-07,0.08399999999999999,-3.012668702038998e-07,0.08399999999999999,-5.885834841401101e-07,0.08399999999999999,-1.015851973554417e-06,0.08399999999999999,-1.591810553119269e-06,0.08399999999999999,1.591810553119269e-06,0.08399999999999999,4.191912063620532e-09,0.08399999999999999,1.478208668289662e-08,0.08399999999999999,4.768239651928331e-08,0.08399999999999999,1.314016980466541e-07,0.08399999999999999,3.012668702038998e-07,0.08399999999999999,1.015851973554417e-06,0.08399999999999999,4.191912063620532e-09,0.08399999999999999,5.885834841401101e-07
0.112,-2.054239535753275e-08,0.112,-6.405778171595581e-08,0.112,-1.678180894112118e-07,0.112,-3.661736887796554e-07,0.112,-6.881044003416687e-07,0.112,-1.157159633999787e-06,0.112,-1.792741801527145e-06,0.112,-2.607585258668859e-06,0.112,2.607585258668859e-06,0.112,2.054239535753275e-08,0.112,6.405778171595581e-08,0.112,1.678180894112118e-07,0.112,3.661736887796554e-07,0.112,6.881044003416687e-07,0.112,1.792741801527145e-06,0.112,2.054239535753275e-08,0.112,1.157159633999787e-06
0.14,-8.45477249535409e-08,0.14,-2.10717249108362e-07,0.14,-4.390209956992975e-07,0.14,-7.953952520004147e-07,0.14,-1.301147670327185e-06,0.14,-1.975459175500663e-06,0.14,-2.836360293049141e-06,0.14,-3.899390486822666e-06,0.14,3.899390486822666e-06,0.14,8.45477249535409e-08,0.14,2.10717249108362e-07,0.14,4.390209956992975e-07,0.14,7.953952520004147e-07,0.14,1.301147670327185e-06,0.14,2.836360293049141e-06,0.14,8.45477249535409e-08,0.14,1.975459175500663e-06
0.168,-2.599062572725158e-07,0.168,-5.194129495482098e-07,0.168,-9.108054227039032e-07,0.168,-1.452986627162343e-06,0.168,-2.163364884031834e-06,0.168,-3.059287038949783e-06,0.168,-4.158506128069002e-06,0.168,-5.478454213498241e-06,0.168,5.478454213498241e-06,0.168,2.599062572725158e-07,0.168,5.194129495482098e-07,0.168,9.108054227039032e-07,0.168,1.452986627162343e-06,0.168,2.163364884031834e-06,0.168,4.158506128069002e-06,0.168,2.599062572725158e-07,0.168,3.059287038949783e-06
0.196,-6.063265327430912e-07,0.196,-1.033250327227617e-06,0.196,-1.6121110822698e-06,0.196,-2.358398565455149e-06,0.196,-3.287836603588194e-06,0.196,-4.417162238524118e-06,0.196,-5.764420028683504e-06,0.196,-7.348613831495629e-06,0.196,7.348613831495629e-06,0.196,6.063265327430912e-07,0.196,1.033250327227617e-06,0.196,1.6121110822698e-06,0.196,2.358398565455149e-06,0.196,3.287836603588194e-06,0.196,5.764420028683504e-06,0.196,6.063265327430912e-07,0.196,4.417162238524118e-06
