/TP0/D (Vm=0.1) X,/TP0/D (Vm=0.1) Y,/TP0/D (Vm=0.2333333) X,/TP0/D (Vm=0.2333333) Y,/TP0/D (Vm=0.3666667) X,/TP0/D (Vm=0.3666667) Y,/TP0/D (Vm=0.5) X,/TP0/D (Vm=0.5) Y,abs(value(getData("/TP0/D" ?result "dc") "Vm" 0.3)) X,abs(value(getData("/TP0/D" ?result "dc") "Vm" 0.3)) Y,abs(value(getData("/TP0/D" ?result "dc") "Vm" 0.4)) X,abs(value(getData("/TP0/D" ?result "dc") "Vm" 0.4)) Y,abs(value(getData("/TP0/D" ?result "dc") "Vm" 0.5)) X,abs(value(getData("/TP0/D" ?result "dc") "Vm" 0.5)) Y,abs(value(getData("/TP0/D" ?result "dc") "Vm" 0.2)) X,abs(value(getData("/TP0/D" ?result "dc") "Vm" 0.2)) Y,abs(value(getData("/TP0/D" ?result "dc") "Vm" 0.1)) X,abs(value(getData("/TP0/D" ?result "dc") "Vm" 0.1)) Y
0.3920000000000001,-6.892597487407518e-06,0.3920000000000001,-1.054584651806837e-05,0.3920000000000001,-1.478875326649196e-05,0.3920000000000001,-1.799689530352328e-05,0.3920000000000001,1.054584651806837e-05,0.3920000000000001,1.478875326649196e-05,0.3920000000000001,1.799689530352328e-05,0.3920000000000001,6.892597487407518e-06,0.3920000000000001,6.892597487407518e-06
0.4200000000000002,-8.833294289669816e-06,0.4200000000000002,-1.291766425356355e-05,0.4200000000000002,-1.75200315821681e-05,0.4200000000000002,-2.047303210721296e-05,0.4200000000000002,1.291766425356355e-05,0.4200000000000002,1.75200315821681e-05,0.4200000000000002,2.047303210721296e-05,0.4200000000000002,8.833294289669816e-06,0.4200000000000002,8.833294289669816e-06
0.4480000000000002,-1.10215930403711e-05,0.4480000000000002,-1.552713578982441e-05,0.4480000000000002,-2.042459411039448e-05,0.4480000000000002,-2.301001836970021e-05,0.4480000000000002,1.552713578982441e-05,0.4480000000000002,2.042459411039448e-05,0.4480000000000002,2.301001836970021e-05,0.4480000000000002,1.10215930403711e-05,0.4480000000000002,1.10215930403711e-05
0.4760000000000002,-1.345336536257194e-05,0.4760000000000002,-1.836862254324212e-05,0.4760000000000002,-2.345288258656116e-05,0.4760000000000002,-2.558869157371496e-05,0.4760000000000002,1.836862254324212e-05,0.4760000000000002,2.345288258656116e-05,0.4760000000000002,2.558869157371496e-05,0.4760000000000002,1.345336536257194e-05,0.4760000000000002,1.345336536257194e-05
0.5040000000000002,-1.612353753015929e-05,0.5040000000000002,-2.143543717851003e-05,0.5040000000000002,-2.65388982622312e-05,0.5040000000000002,-2.818900610577876e-05,0.5040000000000002,2.143543717851003e-05,0.5040000000000002,2.65388982622312e-05,0.5040000000000002,2.818900610577876e-05,0.5040000000000002,1.612353753015929e-05,0.5040000000000002,1.612353753015929e-05
0.5320000000000003,-1.902630995289964e-05,0.5320000000000003,-2.471475552699959e-05,0.5320000000000003,-2.961329357614993e-05,0.5320000000000003,-3.079374787524162e-05,0.5320000000000003,2.471475552699959e-05,0.5320000000000003,2.961329357614993e-05,0.5320000000000003,3.079374787524162e-05,0.5320000000000003,1.902630995289964e-05,0.5320000000000003,1.902630995289964e-05
0.5600000000000003,-2.215532784001801e-05,0.5600000000000003,-2.817542751404001e-05,0.5600000000000003,-3.262167363176126e-05,0.5600000000000003,-3.339442912855076e-05,0.5600000000000003,2.817542751404001e-05,0.5600000000000003,3.262167363176126e-05,0.5600000000000003,3.339442912855076e-05,0.5600000000000003,2.215532784001801e-05,0.5600000000000003,2.215532784001801e-05
0.5880000000000003,-2.550380880188498e-05,0.5880000000000003,-3.178068469654188e-05,0.5880000000000003,-3.5537772186698e-05,0.5880000000000003,-3.599750888218401e-05,0.5880000000000003,3.178068469654188e-05,0.5880000000000003,3.5537772186698e-05,0.5880000000000003,3.599750888218401e-05,0.5880000000000003,2.550380880188498e-05,0.5880000000000003,2.550380880188498e-05
0.6160000000000003,-2.906456789975851e-05,0.6160000000000003,-3.546788861517845e-05,0.6160000000000003,-3.837156957821105e-05,0.6160000000000003,-3.862228444855024e-05,0.6160000000000003,3.546788861517845e-05,0.6160000000000003,3.837156957821105e-05,0.6160000000000003,3.862228444855024e-05,0.6160000000000003,2.906456789975851e-05,0.6160000000000003,2.906456789975851e-05
0.6440000000000003,-3.282900775313265e-05,0.6440000000000003,-3.914108530563853e-05,0.6440000000000003,-4.116180128173299e-05,0.6440000000000003,-4.129010281399127e-05,0.6440000000000003,3.914108530563853e-05,0.6440000000000003,4.116180128173299e-05,0.6440000000000003,4.129010281399127e-05,0.6440000000000003,3.282900775313265e-05,0.6440000000000003,3.282900775313265e-05
0.6720000000000004,-3.677715387542136e-05,0.6720000000000004,-4.269443478468823e-05,0.6720000000000004,-4.395306745784815e-05,0.6720000000000004,-4.401627190247838e-05,0.6720000000000004,4.269443478468823e-05,0.6720000000000004,4.395306745784815e-05,0.6720000000000004,4.401627190247838e-05,0.6720000000000004,3.677715387542136e-05,0.6720000000000004,3.677715387542136e-05
0.7,-4.087140578237359e-05,0.7,-4.606954317194384e-05,0.7,-4.677869475996863e-05,0.7,-4.680921431708726e-05,0.7,4.606954317194384e-05,0.7,4.677869475996863e-05,0.7,4.680921431708726e-05,0.7,4.087140578237359e-05,0.7,4.087140578237359e-05
