/TP0/D (Vdiff=0.9) X,/TP0/D (Vdiff=0.9) Y,/TP0/D (Vdiff=1) X,/TP0/D (Vdiff=1) Y,/TP0/D (Vdiff=1.1) X,/TP0/D (Vdiff=1.1) Y,/TP0/D (Vdiff=1.2) X,/TP0/D (Vdiff=1.2) Y,/TP0/D (Vdiff=1.3) X,/TP0/D (Vdiff=1.3) Y,/TP0/D (Vdiff=1.4) X,/TP0/D (Vdiff=1.4) Y,/TP0/D (Vdiff=1.5) X,/TP0/D (Vdiff=1.5) Y,/TP0/D (Vdiff=1.6) X,/TP0/D (Vdiff=1.6) Y,/TP0/D (Vdiff=1.7) X,/TP0/D (Vdiff=1.7) Y
-0.08399999999999958,7.829001770056003e-11,-0.08399999999999958,7.829001770056003e-11,-0.08399999999999958,7.829001770056003e-11,-0.08399999999999958,7.829001770056003e-11,-0.08399999999999958,7.829001770056003e-11,-0.08399999999999958,7.829001770056003e-11,-0.08399999999999958,7.829001770056003e-11,-0.08399999999999958,7.829001770056003e-11,-0.08399999999999958,7.829001770056003e-11
-0.05599999999999958,5.609620895079857e-11,-0.05599999999999958,5.609620895079857e-11,-0.05599999999999958,5.609620895079857e-11,-0.05599999999999958,5.609620895079857e-11,-0.05599999999999958,5.609620895079857e-11,-0.05599999999999958,5.609620895079857e-11,-0.05599999999999958,5.609620895079857e-11,-0.05599999999999958,5.609620895079857e-11,-0.05599999999999958,5.609620895079857e-11
-0.02799999999999958,3.587378721275344e-11,-0.02799999999999958,3.587378721275344e-11,-0.02799999999999958,3.587378721275344e-11,-0.02799999999999958,3.587378721275344e-11,-0.02799999999999958,3.587378721275344e-11,-0.02799999999999958,3.587378721275344e-11,-0.02799999999999958,3.587378721275344e-11,-0.02799999999999958,3.587378721275344e-11,-0.02799999999999958,3.587378721275344e-11
0,-9.116440394886789e-16,0,-9.116440394886789e-16,0,-9.116440394886789e-16,0,-9.116440394886789e-16,0,-9.116440394886789e-16,0,-9.116440394886789e-16,0,-9.116440394886789e-16,0,-9.116440394886789e-16,0,-9.116440394886789e-16
0.028,-1.360070845660326e-10,0.028,-1.360070845660326e-10,0.028,-1.360070845660326e-10,0.028,-1.360070845660326e-10,0.028,-1.360070845660326e-10,0.028,-1.360070845660326e-10,0.028,-1.360070845660326e-10,0.028,-1.360070845660326e-10,0.028,-1.360070845660326e-10
0.05599999999999999,-8.042743391849568e-10,0.05599999999999999,-8.042743391849568e-10,0.05599999999999999,-8.042743391849568e-10,0.05599999999999999,-8.042743391849568e-10,0.05599999999999999,-8.042743391849568e-10,0.05599999999999999,-8.042743391849568e-10,0.05599999999999999,-8.042743391849568e-10,0.05599999999999999,-8.042743391849568e-10,0.05599999999999999,-8.042743391849568e-10
0.08399999999999999,-4.191912426836009e-09,0.08399999999999999,-4.191912426836009e-09,0.08399999999999999,-4.191912426836009e-09,0.08399999999999999,-4.191912426836009e-09,0.08399999999999999,-4.191912426836009e-09,0.08399999999999999,-4.191912426836009e-09,0.08399999999999999,-4.191912426836009e-09,0.08399999999999999,-4.191912426836009e-09,0.08399999999999999,-4.191912426836009e-09
0.112,-2.054239698944519e-08,0.112,-2.054239698944519e-08,0.112,-2.054239698944519e-08,0.112,-2.054239698944519e-08,0.112,-2.054239698944519e-08,0.112,-2.054239698944519e-08,0.112,-2.054239698944519e-08,0.112,-2.054239698944519e-08,0.112,-2.054239698944519e-08
0.14,-8.454773042686588e-08,0.14,-8.454773042686588e-08,0.14,-8.454773042686588e-08,0.14,-8.454773042686588e-08,0.14,-8.454773042686588e-08,0.14,-8.454773042686588e-08,0.14,-8.454773042686588e-08,0.14,-8.454773042686588e-08,0.14,-8.454773042686588e-08
0.168,-2.599062697010046e-07,0.168,-2.599062697010046e-07,0.168,-2.599062697010046e-07,0.168,-2.599062697010046e-07,0.168,-2.599062697010046e-07,0.168,-2.599062697010046e-07,0.168,-2.599062697010046e-07,0.168,-2.599062697010046e-07,0.168,-2.599062697010046e-07
0.196,-6.063265539546424e-07,0.196,-6.063265539546424e-07,0.196,-6.063265539546424e-07,0.196,-6.063265539546424e-07,0.196,-6.063265539546424e-07,0.196,-6.063265539546424e-07,0.196,-6.063265539546424e-07,0.196,-6.063265539546424e-07,0.196,-6.063265539546424e-07
0.224,-1.161036234460297e-06,0.224,-1.161036234460297e-06,0.224,-1.161036234460297e-06,0.224,-1.161036234460297e-06,0.224,-1.161036234460297e-06,0.224,-1.161036234460297e-06,0.224,-1.161036234460297e-06,0.224,-1.161036234460297e-06,0.224,-1.161036234460297e-06
0.252,-1.945081246209729e-06,0.252,-1.945081246209729e-06,0.252,-1.945081246209729e-06,0.252,-1.945081246209729e-06,0.252,-1.945081246209729e-06,0.252,-1.945081246209729e-06,0.252,-1.945081246209729e-06,0.252,-1.945081246209729e-06,0.252,-1.945081246209729e-06
0.28,-2.970312602448381e-06,0.28,-2.970312602448381e-06,0.28,-2.970312602448381e-06,0.28,-2.970312602448381e-06,0.28,-2.970312602448381e-06,0.28,-2.970312602448381e-06,0.28,-2.970312602448381e-06,0.28,-2.970312602448381e-06,0.28,-2.970312602448381e-06
0.3080000000000001,-4.243026483998933e-06,0.3080000000000001,-4.243026483998933e-06,0.3080000000000001,-4.243026483998933e-06,0.3080000000000001,-4.243026483998933e-06,0.3080000000000001,-4.243026483998933e-06,0.3080000000000001,-4.243026483998933e-06,0.3080000000000001,-4.243026483998933e-06,0.3080000000000001,-4.243026483998933e-06,0.3080000000000001,-4.243026483998933e-06
0.3360000000000001,-5.765844236783044e-06,0.3360000000000001,-5.765844236783044e-06,0.3360000000000001,-5.765844236783044e-06,0.3360000000000001,-5.765844236783044e-06,0.3360000000000001,-5.765844236783044e-06,0.3360000000000001,-5.765844236783044e-06,0.3360000000000001,-5.765844236783044e-06,0.3360000000000001,-5.765844236783044e-06,0.3360000000000001,-5.765844236783044e-06
0.3640000000000001,-7.538790639749152e-06,0.3640000000000001,-7.538790639749152e-06,0.3640000000000001,-7.538790639749152e-06,0.3640000000000001,-7.538790639749152e-06,0.3640000000000001,-7.538790639749152e-06,0.3640000000000001,-7.538790639749152e-06,0.3640000000000001,-7.538790639749152e-06,0.3640000000000001,-7.538790639749152e-06,0.3640000000000001,-7.538790639749152e-06
0.3920000000000001,-9.559977405895224e-06,0.3920000000000001,-9.559977405895224e-06,0.3920000000000001,-9.559977405895224e-06,0.3920000000000001,-9.559977405895224e-06,0.3920000000000001,-9.559977405895224e-06,0.3920000000000001,-9.559977405895224e-06,0.3920000000000001,-9.559977405895224e-06,0.3920000000000001,-9.559977405895224e-06,0.3920000000000001,-9.559977405895224e-06
0.4200000000000002,-1.182607096509658e-05,0.4200000000000002,-1.182607096509658e-05,0.4200000000000002,-1.182607096509658e-05,0.4200000000000002,-1.182607096509658e-05,0.4200000000000002,-1.182607096509658e-05,0.4200000000000002,-1.182607096509658e-05,0.4200000000000002,-1.182607096509658e-05,0.4200000000000002,-1.182607096509658e-05,0.4200000000000002,-1.182607096509658e-05
0.4480000000000002,-1.433263049547693e-05,0.4480000000000002,-1.433263049547693e-05,0.4480000000000002,-1.433263049547693e-05,0.4480000000000002,-1.433263049547693e-05,0.4480000000000002,-1.433263049547693e-05,0.4480000000000002,-1.433263049547693e-05,0.4480000000000002,-1.433263049547693e-05,0.4480000000000002,-1.433263049547693e-05,0.4480000000000002,-1.433263049547693e-05
0.4760000000000002,-1.707435962884745e-05,0.4760000000000002,-1.707435962884745e-05,0.4760000000000002,-1.707435962884745e-05,0.4760000000000002,-1.707435962884745e-05,0.4760000000000002,-1.707435962884745e-05,0.4760000000000002,-1.707435962884745e-05,0.4760000000000002,-1.707435962884745e-05,0.4760000000000002,-1.707435962884745e-05,0.4760000000000002,-1.707435962884745e-05
0.5040000000000002,-2.004527923286019e-05,0.5040000000000002,-2.004527923286019e-05,0.5040000000000002,-2.004527923286019e-05,0.5040000000000002,-2.004527923286019e-05,0.5040000000000002,-2.004527923286019e-05,0.5040000000000002,-2.004527923286019e-05,0.5040000000000002,-2.004527923286019e-05,0.5040000000000002,-2.004527923286019e-05,0.5040000000000002,-2.004527923286019e-05
0.5320000000000003,-2.323860017262439e-05,0.5320000000000003,-2.323860017262439e-05,0.5320000000000003,-2.323860017262439e-05,0.5320000000000003,-2.323860017262439e-05,0.5320000000000003,-2.323860017262439e-05,0.5320000000000003,-2.323860017262439e-05,0.5320000000000003,-2.323860017262439e-05,0.5320000000000003,-2.323860017262439e-05,0.5320000000000003,-2.323860017262439e-05
0.5600000000000003,-2.664313130048302e-05,0.5600000000000003,-2.664313130048302e-05,0.5600000000000003,-2.664313130048302e-05,0.5600000000000003,-2.664313130048302e-05,0.5600000000000003,-2.664313130048302e-05,0.5600000000000003,-2.664313130048302e-05,0.5600000000000003,-2.664313130048302e-05,0.5600000000000003,-2.664313130048302e-05,0.5600000000000003,-2.664313130048302e-05
0.5880000000000003,-3.022957240357518e-05,0.5880000000000003,-3.022957240357518e-05,0.5880000000000003,-3.022957240357518e-05,0.5880000000000003,-3.022957240357518e-05,0.5880000000000003,-3.022957240357518e-05,0.5880000000000003,-3.022957240357518e-05,0.5880000000000003,-3.022957240357518e-05,0.5880000000000003,-3.022957240357518e-05,0.5880000000000003,-3.022957240357518e-05
0.6160000000000003,-3.396155465414609e-05,0.6160000000000003,-3.396155465414609e-05,0.6160000000000003,-3.396155465414609e-05,0.6160000000000003,-3.396155465414609e-05,0.6160000000000003,-3.396155465414609e-05,0.6160000000000003,-3.396155465414609e-05,0.6160000000000003,-3.396155465414609e-05,0.6160000000000003,-3.396155465414609e-05,0.6160000000000003,-3.396155465414609e-05
0.6440000000000003,-3.778209556564239e-05,0.6440000000000003,-3.778209556564239e-05,0.6440000000000003,-3.778209556564239e-05,0.6440000000000003,-3.778209556564239e-05,0.6440000000000003,-3.778209556564239e-05,0.6440000000000003,-3.778209556564239e-05,0.6440000000000003,-3.778209556564239e-05,0.6440000000000003,-3.778209556564239e-05,0.6440000000000003,-3.778209556564239e-05
0.6720000000000004,-4.159865916052728e-05,0.6720000000000004,-4.159865916052728e-05,0.6720000000000004,-4.159865916052728e-05,0.6720000000000004,-4.159865916052728e-05,0.6720000000000004,-4.159865916052728e-05,0.6720000000000004,-4.159865916052728e-05,0.6720000000000004,-4.159865916052728e-05,0.6720000000000004,-4.159865916052728e-05,0.6720000000000004,-4.159865916052728e-05
0.7,-4.530123295293222e-05,0.7,-4.530123295293222e-05,0.7,-4.530123295293222e-05,0.7,-4.530123295293222e-05,0.7,-4.530123295293222e-05,0.7,-4.530123295293222e-05,0.7,-4.530123295293222e-05,0.7,-4.530123295293222e-05,0.7,-4.530123295293222e-05
