Vout X,Vout Y,net1 X,net1 Y
-0.000225,0,-0.000225,0
-0.0002249999999461122,1.476043547380356e-10,-0.0002249999999461122,1.543161965528032e-10
-0.000224999999938204,1.682885961179435e-10,-0.000224999999938204,1.771336423744612e-10
-0.0002249999999320896,1.8385449434916e-10,-0.0002249999999320896,1.943863790318279e-10
-0.0002249999999258916,1.992957693403744e-10,-0.0002249999999258916,2.112983428258668e-10
-0.0002249999999195901,2.147122645032075e-10,-0.0002249999999195901,2.278315421175787e-10
-0.0002249999999131329,2.302578424106734e-10,-0.0002249999999131329,2.440548211997819e-10
-0.0002249999999065014,2.459843342314782e-10,-0.0002249999999065014,2.599523659296163e-10
-0.0002249999998996771,2.619309034939179e-10,-0.0002249999998996771,2.755062221381162e-10
-0.0002249999998926394,2.781272651723092e-10,-0.0002249999998926394,2.906986441976052e-10
-0.0002249999998853652,2.945967337138565e-10,-0.0002249999998853652,3.05514690349157e-10
-0.000224999999877828,3.113574301879887e-10,-0.000224999999877828,3.199381412033731e-10
-0.0002249999998699968,3.284213290343638e-10,-0.0002249999998699968,3.33951893489221e-10
-0.0002249999998618355,3.457937976879605e-10,-0.0002249999998618355,3.475404618876709e-10
-0.0002249999998533006,3.634738372251074e-10,-0.0002249999998533006,3.606859667705764e-10
-0.000224999999845011,3.80148428960451e-10,-0.000224999999845011,3.724947356884109e-10
-0.0002249999998369274,3.959008187780089e-10,-0.0002249999998369274,3.831412180724709e-10
-0.0002249999998289833,4.108581945483379e-10,-0.0002249999998289833,3.928030200671097e-10
-0.0002249999998211258,4.25110487604769e-10,-0.0002249999998211258,4.016135308722359e-10
-0.0002249999998133089,4.387238108752179e-10,-0.0002249999998133089,4.09676263380576e-10
-0.0002249999998054923,4.517440908250541e-10,-0.0002249999998054923,4.170685116284528e-10
-0.0002249999997976369,4.642052090057844e-10,-0.0002249999997976369,4.238547742126366e-10
-0.0002249999997897052,4.76128181799161e-10,-0.0002249999997897052,4.300819054195705e-10
-0.0002249999997816539,4.875293805707852e-10,-0.0002249999997816539,4.357878020399522e-10
-0.000224999999773437,4.984160549791633e-10,-0.000224999999773437,4.410004963640537e-10
-0.0002249999997650045,5.087810765132778e-10,-0.0002249999997650045,4.45732691299919e-10
-0.0002249999997562966,5.186075772043608e-10,-0.0002249999997562966,4.499917524821218e-10
-0.0002249999997472408,5.278675643489777e-10,-0.0002249999997472408,4.537660468357392e-10
-0.0002249999997377402,5.365165125858924e-10,-0.0002249999997377402,4.570331872346832e-10
-0.0002249999997276627,5.444884677619891e-10,-0.0002249999997276627,4.597470450739466e-10
-0.0002249999997168133,5.516833803779168e-10,-0.0002249999997168133,4.618262313956008e-10
-0.0002249999997048738,5.579375074629382e-10,-0.0002249999997048738,4.631256627568726e-10
-0.0002249999996912896,5.629405228796045e-10,-0.0002249999996912896,4.633594146413985e-10
-0.0002249999996686808,5.657087713367774e-10,-0.0002249999996686808,4.604474327958411e-10
-0.00022499999964411,5.626238479428511e-10,-0.00022499999964411,4.535488558633655e-10
-0.0002249999996233297,5.559748583940831e-10,-0.0002249999996233297,4.451524612742527e-10
-0.000224999999607952,5.489788016319064e-10,-0.000224999999607952,4.375833046162474e-10
-0.0002249999995948713,5.416113263877876e-10,-0.0002249999995948713,4.30196421900086e-10
-0.0002249999995823336,5.333270741812284e-10,-0.0002249999995823336,4.222746529836732e-10
-0.0002249999995702082,5.242425391886223e-10,-0.0002249999995702082,4.138564295108325e-10
-0.0002249999995584317,5.144716706121693e-10,-0.0002249999995584317,4.04997013433367e-10
-0.0002249999995469511,5.041058494064104e-10,-0.0002249999995469511,3.957394951187045e-10
-0.0002249999995357236,4.932215622229504e-10,-0.0002249999995357236,3.861217262738462e-10
-0.0002249999995247138,4.818805941605452e-10,-0.0002249999995247138,3.761767276243527e-10
-0.0002249999995138919,4.701380717360304e-10,-0.0002249999995138919,3.65934295075986e-10
-0.0002249999995032325,4.580408922078121e-10,-0.0002249999995032325,3.554213106199813e-10
-0.0002249999994927137,4.456287415374481e-10,-0.0002249999994927137,3.446609271514084e-10
-0.0002249999994823162,4.32936940144104e-10,-0.0002249999994823162,3.33678072997067e-10
-0.0002249999994720232,4.199992881152049e-10,-0.0002249999994720232,3.224922579178277e-10
-0.0002249999994618194,4.068434728681449e-10,-0.0002249999994618194,3.111239003114774e-10
-0.0002249999994516914,3.934961737287007e-10,-0.0002249999994516914,2.995897838265853e-10
-0.0002249999994416263,3.79981251596431e-10,-0.0002249999994416263,2.879094288965423e-10
-0.000224999999431613,3.663207044786412e-10,-0.000224999999431613,2.760982097754605e-10
-0.0002249999994216404,3.525361133050076e-10,-0.0002249999994216404,2.641738764630816e-10
-0.0002249999994116988,3.386456522528399e-10,-0.0002249999994116988,2.52150324725921e-10
-0.0002249999994017785,3.246681988576683e-10,-0.0002249999994017785,2.400443412169153e-10
-0.0002249999993918708,3.106222362231539e-10,-0.0002249999993918708,2.278688990353444e-10
-0.0002249999993819665,2.965227561816991e-10,-0.0002249999993819665,2.156381506616883e-10
-0.0002249999993720574,2.823859848245768e-10,-0.0002249999993720574,2.033665213409411e-10
