Vmem X,Vmem Y,Vout X,Vout Y
-0.0002249999993716015,-1.780289347200458e-11,-0.0002249999993716015,1.129206665314027e-09
-0.0002249999993615544,-3.050505595530357e-11,-0.0002249999993615544,1.143031653371692e-09
-0.0002249999993511922,-4.286445909493904e-11,-0.0002249999993511922,1.157484208366287e-09
-0.0002249999993404639,-5.485058340900765e-11,-0.0002249999993404639,1.17265890423626e-09
-0.0002249999993293043,-6.642751048283126e-11,-0.0002249999993293043,1.188674579626366e-09
-0.000224999999317628,-7.755537649113455e-11,-0.000224999999317628,1.205686090226856e-09
-0.0002249999993053184,-8.818484019999931e-11,-0.0002249999993053184,1.223903382902864e-09
-0.0002249999992922084,-9.825549331014603e-11,-0.0002249999992922084,1.243622518304508e-09
-0.0002249999992780407,-1.076857099535568e-10,-0.0002249999992780407,1.265301320102536e-09
-0.0002249999992623783,-1.163609825389215e-10,-0.0002249999992623783,1.289706442736378e-09
-0.000224999999244445,-1.240540004314232e-10,-0.000224999999244445,1.31820736639065e-09
-0.0002249999992154938,-1.309899580597834e-10,-0.0002249999992154938,1.365559268842091e-09
-0.0002249999991847027,-1.327022612565754e-10,-0.0002249999991847027,1.417278420285533e-09
-0.000224999999158048,-1.303403474667959e-10,-0.000224999999158048,1.462952366671087e-09
-0.0002249999991261068,-1.22749725336822e-10,-0.0002249999991261068,1.518771233433262e-09
-0.0002249999990938321,-1.110453277684885e-10,-0.0002249999990938321,1.576056970147966e-09
-0.0002249999990746381,-1.028343172904315e-10,-0.0002249999990746381,1.610390802516891e-09
-0.0002249999990584338,-9.511680028367463e-11,-0.0002249999990584338,1.639538372508295e-09
-0.0002249999990426139,-8.693420463950515e-11,-0.0002249999990426139,1.668120664764841e-09
-0.0002249999990272426,-7.846004059285291e-11,-0.0002249999990272426,1.695989776009476e-09
-0.0002249999990121776,-6.973435444338728e-11,-0.0002249999990121776,1.723376965774822e-09
-0.000224999998997337,-6.081007991378722e-11,-0.000224999998997337,1.750404995160118e-09
-0.0002249999989826523,-5.172924566788067e-11,-0.0002249999989826523,1.777178853583762e-09
-0.0002249999989680638,-4.253017034662737e-11,-0.0002249999989680638,1.803790393048303e-09
-0.0002249999989535176,-3.324683452030726e-11,-0.0002249999989535176,1.830319982909636e-09
-0.000224999998938964,-2.391084890349847e-11,-0.000224999998938964,1.856844307053995e-09
-0.0002249999989243555,-1.455080095292463e-11,-0.0002249999989243555,1.883436181812604e-09
-0.000224999998909644,-5.193834175502158e-12,-0.000224999998909644,1.910164997701064e-09
-0.0002249999988947801,4.133440111299246e-12,-0.0002249999988947801,1.937109125480461e-09
-0.0002249999988797114,1.340558678860743e-11,-0.0002249999988797114,1.964347280079129e-09
-0.0002249999988643798,2.259687042898162e-11,-0.0002249999988643798,1.991968283539528e-09
-0.0002249999988487197,3.168305603573742e-11,-0.0002249999988487197,2.020075333481207e-09
-0.0002249999988326545,4.063858906814841e-11,-0.0002249999988326545,2.04878641634057e-09
-0.0002249999988160905,4.943699728859875e-11,-0.0002249999988160905,2.078248582693463e-09
-0.000224999998798911,5.805111939877534e-11,-0.000224999998798911,2.108645605876598e-09
-0.0002249999987809638,6.64528981665344e-11,-0.0002249999987809638,2.140219352752443e-09
-0.0002249999987620398,7.460974514606371e-11,-0.0002249999987620398,2.173301813963126e-09
-0.0002249999987418366,8.248722641215904e-11,-0.0002249999987418366,2.208379997226221e-09
-0.0002249999987198796,9.004554578722851e-11,-0.0002249999987198796,2.246217013289032e-09
-0.0002249999986953352,9.723444411921804e-11,-0.0002249999986953352,2.288160153056973e-09
-0.0002249999986667321,1.039349880761356e-10,-0.0002249999986667321,2.336578641501872e-09
-0.0002249999986233729,1.105264530106971e-10,-0.0002249999986233729,2.409025244051135e-09
-0.0002249999985784187,1.139944758623815e-10,-0.0002249999985784187,2.48326278084414e-09
-0.0002249999985367089,1.147601913223107e-10,-0.0002249999985367089,2.551523522524251e-09
-0.0002249999984866145,1.129813905318719e-10,-0.0002249999984866145,2.632852712833596e-09
-0.0002249999984346586,1.091648201245236e-10,-0.0002249999984346586,2.716756286895109e-09
-0.0002249999984019579,1.062069011742961e-10,-0.0002249999984019579,2.769448325790987e-09
-0.0002249999983727421,1.032714390352842e-10,-0.0002249999983727421,2.816471043632192e-09
-0.000224999998343666,1.001998466237205e-10,-0.000224999998343666,2.863252822353944e-09
-0.0002249999983143936,9.708352059677304e-11,-0.0002249999983143936,2.91036533738765e-09
-0.0002249999982845,9.399733682458156e-11,-0.0002249999982845,2.958525226226641e-09
-0.000224999998253546,9.101864604547818e-11,-0.000224999998253546,3.008470407154408e-09
-0.0002249999982209681,8.823222391242254e-11,-0.0002249999982209681,3.061147687137073e-09
-0.000224999998185945,8.573899905513627e-11,-0.000224999998185945,3.117927981305697e-09
-0.0002249999981470982,8.368169559053582e-11,-0.0002249999981470982,3.181110552402774e-09
-0.0002249999981019374,8.230817630466573e-11,-0.0002249999981019374,3.254843767293326e-09
-0.0002249999980320825,8.250335960779015e-11,-0.0002249999980320825,3.369509198235333e-09
-0.0002249999979604678,8.476630396897008e-11,-0.0002249999979604678,3.487588094821184e-09
-0.0002249999978940745,8.823693418172442e-11,-0.0002249999978940745,3.59739232408729e-09
-0.0002249999978112128,9.388254050964107e-11,-0.0002249999978112128,3.734727884108118e-09
-0.0002249999977194723,1.007757840435146e-10,-0.0002249999977194723,3.886889716053461e-09
-0.000224999997646067,1.063098216026076e-10,-0.000224999997646067,4.008613189366203e-09
-0.0002249999975684051,1.118691313763286e-10,-0.0002249999975684051,4.13729004408798e-09
-0.0002249999974740072,1.17922385779393e-10,-0.0002249999974740072,4.29348802185906e-09
-0.0002249999973390159,1.251771228318528e-10,-0.0002249999973390159,4.516475990011929e-09
-0.0002249999972137337,1.31033597292599e-10,-0.0002249999972137337,4.723204538295596e-09
-0.0002249999970806825,1.367333588704656e-10,-0.0002249999970806825,4.942633929192367e-09
-0.0002249999968988422,1.443687837430094e-10,-0.0002249999968988422,5.242516733488766e-09
-0.000224999996616267,1.567266448044643e-10,-0.000224999996616267,5.708693666725048e-09
-0.000224999996334301,1.694576626629762e-10,-0.000224999996334301,6.173988697350877e-09
-0.0002249999960456273,1.826523525835813e-10,-0.0002249999960456273,6.650408811548406e-09
-0.0002249999955946324,2.032762437286279e-10,-0.0002249999955946324,7.394762002387917e-09
-0.0002249999946926427,2.444465979516433e-10,-0.0002249999946926427,8.883626319348938e-09
-0.0002249999936922521,2.901121972499242e-10,-0.0002249999936922521,1.053514191824715e-08
-0.0002249999918954529,3.722063133532692e-10,-0.0002249999918954529,1.350218538714779e-08
-0.0002249999883018545,5.366867709858856e-10,-0.0002249999883018545,1.943941988253961e-08
-0.0002249999811146577,8.667932771344421e-10,-0.0002249999811146577,3.132728463265446e-08
-0.0002249999667402641,1.531442656917882e-09,-0.0002249999667402641,5.516209589919931e-08
-0.0002249999379914769,2.877359182044831e-09,-0.0002249999379914769,1.030994929626397e-07
-0.0002249999082797785,4.2849101291373e-09,-0.0002249999082797785,1.529516387952748e-07
-0.0002249998674428432,6.247866889199298e-09,-0.0002249998674428432,2.220835202485976e-07
-0.000224999835199389,7.814078709710379e-09,-0.000224999835199389,2.770548926025008e-07
-0.0002249998012737667,9.478597557626e-09,-0.0002249998012737667,3.353198598791198e-07
-0.0002249997672335905,1.11640491144017e-08,-0.0002249997672335905,3.942005515817528e-07
-0.0002249997319025592,1.292846151713883e-08,-0.0002249997319025592,4.55749232518556e-07
-0.0002249996950340433,1.478451989296464e-08,-0.0002249996950340433,5.204272760528972e-07
-0.0002249996564157415,1.674337769959392e-08,-0.0002249996564157415,5.886401664220622e-07
-0.0002249996158063728,1.881780698437139e-08,-0.0002249996158063728,6.608478854807019e-07
-0.0002249995729258137,2.102271452259424e-08,-0.0002249995729258137,7.375832219626168e-07
-0.0002249995274246816,2.337673964392075e-08,-0.0002249995274246816,8.1950756476959e-07
-0.000224999478897589,2.590160465960917e-08,-0.000224999478897589,9.073885712401797e-07
-0.0002249994268359421,2.862460386749264e-08,-0.0002249994268359421,1.002187005021321e-06
-0.000224999370607596,3.157972507442479e-08,-0.000224999370607596,1.105096025839771e-06
-0.0002249993093475843,3.481348132594575e-08,-0.0002249993093475843,1.217744543417232e-06
-0.0002249992419527593,3.838530683502776e-08,-0.0002249992419527593,1.342211369032489e-06
-0.0002249991670145092,4.237119760606904e-08,-0.0002249991670145092,1.4811523263515e-06
-0.0002249990826065837,4.687510449410451e-08,-0.0002249990826065837,1.638197454677476e-06
-0.0002249989449338603,5.424775940823797e-08,-0.0002249989449338603,1.895357140580964e-06
-0.0002249987673636344,6.378532283565378e-08,-0.0002249987673636344,2.228109404933962e-06
-0.0002249986149176242,7.198747756816681e-08,-0.0002249986149176242,2.514303702528431e-06
-0.0002249984394088204,8.14424356008823e-08,-0.0002249984394088204,2.844229982196452e-06
-0.0002249981624410102,9.637896331700456e-08,-0.0002249981624410102,3.365437322490342e-06
-0.0002249978683071151,1.122504822405973e-07,-0.0002249978683071151,3.91925711732699e-06
-0.0002249975570677573,1.290503053906873e-07,-0.0002249975570677573,4.505447791699755e-06
-0.0002249971040489847,1.535078739057551e-07,-0.0002249971040489847,5.358794024397859e-06
-0.0002249964796144471,1.872236735849173e-07,-0.0002249964796144471,6.535095296125736e-06
-0.0002249956717631013,2.308460837739199e-07,-0.0002249956717631013,8.056915213848138e-06
-0.0002249944121176728,2.988698366939782e-07,-0.0002249944121176728,1.042974982699081e-05
-0.0002249922100158232,4.178031678693191e-07,-0.0002249922100158232,1.457766611669119e-05
-0.0002249879719522293,6.467507485673194e-07,-0.0002249879719522293,2.255959673014608e-05
-0.0002249794958250415,1.104861683692944e-06,-0.0002249794958250415,3.851962699871587e-05
-0.000224962543570666,2.021946447685877e-06,-0.000224962543570666,7.042438435368027e-05
-0.0002249286390619149,3.859566161608219e-06,-0.0002249286390619149,0.0001341728575172804
-0.0002248608300444128,7.548595453760517e-06,-0.0002248608300444128,0.0002614270156474416
-0.0002247252120094085,1.498172891360067e-05,-0.0002247252120094085,0.0005149752407009287
-0.0002246842400561674,1.723213273755628e-05,-0.0002246842400561674,0.0005914815464347157
-0.0002246022961496853,2.175300438171757e-05,-0.0002246022961496853,0.0007441439055393678
-0.0002244895863809713,2.800898899174152e-05,-0.0002244895863809713,0.0009534627506039733
-0.0002243672265063541,3.484486778036247e-05,-0.0002243672265063541,0.001179926713016595
-0.0002243277668240398,3.705377226208947e-05,-0.0002243277668240398,0.001252873500174232
-0.0002242488474594112,4.149010838247254e-05,-0.0002242488474594112,0.001398448236204007
-0.0002241354000164371,4.790549439375872e-05,-0.0002241354000164371,0.001607057980215226
-0.0002240111143283493,5.497926372410988e-05,-0.0002240111143283493,0.001834813253935766
-0.0002239708080471072,5.727789635421624e-05,-0.0002239708080471072,0.001908587911818874
-0.000223890195484623,6.189441819338713e-05,-0.000223890195484623,0.002055812251767172
-0.0002237750378248133,6.852838295180062e-05,-0.0002237750378248133,0.002265467689195182
-0.0002236489619642197,7.58379607018381e-05,-0.0002236489619642197,0.002494214044692813
-0.0002236078604322053,7.822568171656e-05,-0.0002236078604322053,0.002568698340954254
-0.0002235256573681764,8.302108179295757e-05,-0.0002235256573681764,0.002717338053998744
-0.0002234088311306564,8.987638505009981e-05,-0.0002234088311306564,0.002927923460416247
-0.0002232810421586373,9.742274761019034e-05,-0.0002232810421586373,0.00315748434535743
-0.0002232391883836723,9.989926640911497e-05,-0.0002232391883836723,0.003232581457973046
-0.0002231554808337423,0.0001048729413898674,-0.0002231554808337423,0.003382444848911057
-0.0002230370724073863,0.0001119495536086907,-0.0002230370724073863,0.003593776504426608
-0.000222907667293634,0.000119732238579728,-0.000222907667293634,0.003823954192234794
-0.0002228651084455856,0.000122296883998108,-0.0002228651084455856,0.003899565618795503
-0.0002227799907494887,0.0001274474631275062,-0.0002227799907494887,0.004050457493202637
-0.0002226600929988788,0.0001347446755535607,-0.0002226600929988788,0.004262353405932972
-0.0002225291438513802,0.0001427644250859761,-0.0002225291438513802,0.004493007670288366
-0.0002224859233637493,0.0001454166072618788,-0.0002224859233637493,0.004569046886463175
-0.0002223994823884874,0.0001507428837399559,-0.0002223994823884874,0.00472079570042935
-0.0002222780418915515,0.0001582687974132498,-0.0002222780418915515,0.004933340883286667
-0.0002221454278711544,0.0001665382704212443,-0.0002221454278711544,0.005164676751234739
-0.0002221015565115154,0.0001692793466132138,-0.0002221015565115154,0.005241118051409925
-0.0002220138137922373,0.0001747840389972477,-0.0002220138137922373,0.005393673144932326
-0.0002218908379867131,0.0001825432191199185,-0.0002218908379867131,0.005606847816202882
-0.0002217566227799034,0.00019106382779655,-0.0002217566227799034,0.005838749547978619
-0.0002217121414253046,0.000193893225277445,-0.0002217121414253046,0.005915517313389452
-0.000221623178716107,0.0001995751595692013,-0.000221623178716107,0.006068728368285917
-0.0002214987397206341,0.0002075679915651129,-0.0002214987397206341,0.006282405681083915
-0.0002213630037905931,0.0002163398361667907,-0.0002213630037905931,0.006514735307496191
-0.0002213179552683676,0.0002192567158089684,-0.0002213179552683676,0.006591753734468547
-0.0002212278582239166,0.0002251141805781735,-0.0002212278582239166,0.006745469767303986
-0.0002211020325447232,0.0002333404948660837,-0.0002211020325447232,0.006959520833932652
-0.0002209648552152463,0.0002423634450959031,-0.0002209648552152463,0.007192147503749063
-0.0002209192808671139,0.0002453669109980861,-0.0002209192808671139,0.007269345795894621
-0.0002208281321708491,0.0002513980800992318,-0.0002208281321708491,0.007423425477229615
-0.0002207009926727687,0.00025985765271966,-0.0002207009926727687,0.007637731060536392
-0.0002205624483068007,0.000269131595654996,-0.0002205624483068007,0.007870535045699893
-0.0002205163869057854,0.0002722207691660194,-0.0002205163869057854,0.007947848318414649
-0.000220424264103755,0.0002784238509474116,-0.000220424264103755,0.008102161761292082
-0.0002202958783352557,0.0002871165232024979,-0.0002202958783352557,0.008316612629765746
-0.0002201560356040067,0.0002966414251440308,-0.0002201560356040067,0.008549483827877888
-0.0002201095228181124,0.0002998154887643595,-0.0002201095228181124,0.008626853005203982
-0.0002200164972463236,0.0003061888145008787,-0.0002200164972463236,0.008781281553588028
-0.0002198869263027947,0.0003151145868877696,-0.0002198869263027947,0.008995777799356786
-0.0002197458467860214,0.0003248906079102368,-0.0002197458467860214,0.009228615274769498
-0.0002196989145708968,0.0003281488581780861,-0.0002196989145708968,0.009305987066419504
-0.0002196050501406475,0.0003346909885914181,-0.0002196050501406475,0.009460423247236439
-0.0002194743474875847,0.00034385012645923,-0.0002194743474875847,0.009674873590850567
-0.0002193320845172291,0.0003538777284151701,-0.0002193320845172291,0.009907584627878125
-0.0002192847605948147,0.0003572196272938951,-0.0002192847605948147,0.009984911334800301
-0.0002191901127499859,0.000363929456015184,-0.0002191901127499859,0.01013925847218327
-0.0002190583236134962,0.0003733225638032321,-0.0002190583236134962,0.01035357858697043
-0.0002189149218963331,0.0003836025712732563,-0.0002189149218963331,0.01058607643458404
-0.0002188672294134755,0.0003870277885476863,-0.0002188672294134755,0.01066331544853358
-0.0002187718444477603,0.0003939046274220601,-0.0002187718444477603,0.01081748667039228
-0.0002186390047920939,0.0004035327583575125,-0.0002186390047920939,0.0110315981701836
-0.0002184944989218746,0.0004140665053179473,-0.0002184944989218746,0.01126380158456445
-0.0002184464559735873,0.0004175749739754133,-0.0002184464559735873,0.0113409151036212
-0.0002183503700770129,0.0004246186645147876,-0.0002183503700770129,0.01149483277861226
-0.0002182165062154103,0.0004344833921447576,-0.0002182165062154103,0.01170866115722257
-0.0002180709208474813,0.0004452727562837161,-0.0002180709208474813,0.01194049123720378
-0.0002180225403301676,0.0004488647070504999,-0.0002180225403301676,0.01201744544715621
-0.00021792577929554,0.0004560756898411522,-0.00021792577929554,0.01217103955711982
-0.0002177909072858211,0.0004661791996202931,-0.0002177909072858211,0.01238451248224188
-0.0002176442560368495,0.0004772267338731908,-0.0002176442560368495,0.01261589156463662
-0.000217595545336642,0.0004809027440196166,-0.000217595545336642,0.01269265608753307
-0.0002174981239362268,0.0004882821568700157,-0.0002174981239362268,0.01284586313054633
-0.0002173622491749455,0.0004986273285817928,-0.0002173622491749455,0.01305890840233135
-0.0002172145343952451,0.0005099363346941521,-0.0002172145343952451,0.0132897575362132
-0.000217165495269314,0.0005136973647733058,-0.000217165495269314,0.01336630456605139
-0.0002170674170174518,0.0005212471165307662,-0.0002170674170174518,0.01351906583388406
-0.0002169305341030588,0.000531837590129623,-0.0002169305341030588,0.01373160890778385
-0.0002167817466617019,0.0005434121945165188,-0.0002167817466617019,0.01396184530079228
-0.0002167323751656814,0.0005472596229865953,-0.0002167323751656814,0.0140381486603974
-0.0002166336321736404,0.0005549824630861112,-0.0002166336321736404,0.01419040835633739
-0.0002164957248120191,0.0005658227038157701,-0.0002164957248120191,0.01440236978249663
-0.0002163458440961101,0.000577667919705512,-0.0002163458440961101,0.01463190389216248
-0.0002162961305871574,0.0005816035727366658,-0.0002162961305871574,0.01470793795937861
-0.0002161967035692519,0.0005895031510579169,-0.0002161967035692519,0.01485964105317039
-0.0002160577446589968,0.0006005985025073657,-0.0002160577446589968,0.015070933610773
-0.0002159067385720333,0.0006127202940470421,-0.0002159067385720333,0.01529966620960219
-0.0002158566677497466,0.0006167464729730415,-0.0002158566677497466,0.01537540476542772
-0.0002157565261051732,0.000624827394966899,-0.0002157565261051732,0.01552649468961829
-0.0002156164779794502,0.0006361841206540378,-0.0002156164779794502,0.01573702025318608
-0.0002154643029878773,0.0006485894650362661,-0.0002154643029878773,0.01596483937829347
-0.0002154138539789091,0.000652708970700978,-0.0002154138539789091,0.01604025436053946
-0.0002153129559609727,0.0006609768462992935,-0.0002153129559609727,0.01619067051805776
-0.0002151717702320459,0.0006726022045394454,-0.0002151717702320459,0.01640031747983198
-0.0002150183712384548,0.0006852991706239161,-0.0002150183712384548,0.01662709558427429
-0.0002149675176867013,0.0006895153276050827,-0.0002149675176867013,0.01670215579732057
-0.0002148658105831942,0.0006979768199269216,-0.0002148658105831942,0.01685183097966107
-0.000214723428990401,0.0007098790578337994,-0.000214723428990401,0.01706047012888944
-0.0002145687403689104,0.0007228767897402003,-0.0002145687403689104,0.01728605947360987
-0.0002145174507577918,0.0007271934511176882,-0.0002145174507577918,0.01736072892167584
-0.0002144148715355545,0.0007358562860570701,-0.0002144148715355545,0.01750958597899444
-0.000214271226331686,0.0007480446692611911,-0.000214271226331686,0.01771706708551028
-0.0002141151720427396,0.0007613534445518579,-0.0002141151720427396,0.01794129650978248
-0.0002140634099012682,0.000765775005510013,-0.0002140634099012682,0.01801553287813681
-0.0002139598856183254,0.0007746479992063772,-0.0002139598856183254,0.01816348168644392
-0.0002138149004919036,0.0007871327956169141,-0.0002138149004919036,0.01836962933116299
-0.0002136573951285372,0.0008007640047613078,-0.0002136573951285372,0.01859229970314934
-0.000213605119440938,0.0008052953981715177,-0.000213605119440938,0.0186660525286741
-0.0002135005680657397,0.0008143884483008512,-0.0002135005680657397,0.01881298634503157
-0.0002133541586274479,0.0008271809468842296,-0.0002133541586274479,0.01901759647632344
-0.0002131951078059064,0.0008411471271987835,-0.0002131951078059064,0.01923847719604275
-0.0002131422733646405,0.0008457938228517906,-0.0002131422733646405,0.01931168612690909
-0.0002130366044821088,0.0008551179073966266,-0.0002130366044821088,0.01945747813031838
-0.000212888679643088,0.0008682303582289413,-0.000212888679643088,0.01966031352344635
-0.0002127279814979218,0.0008825451304466958,-0.0002127279814979218,0.01987913767123102
-0.0002126745395068611,0.0008873131109837891,-0.0002126745395068611,0.01995173041876222
-0.0002125676555247396,0.0008968802402489979,-0.0002125676555247396,0.02009622965396739
-0.0002124181182536512,0.0009103258454356711,-0.0002124181182536512,0.02029701654363059
-0.0002122556639159467,0.0009250039374933841,-0.0002122556639159467,0.02051347776895595
-0.0002122015625035235,0.0009298996804182211,-0.0002122015625035235,0.02058536827643535
-0.0002120933596786773,0.0009397228614743228,-0.0002120933596786773,0.02072839604612861
-0.000211942108835331,0.0009535156678182908,-0.000211942108835331,0.02092681971654036
-0.0002117777847991537,0.000968572767269742,-0.0002117777847991537,0.02114056706603574
-0.0002117229699433429,0.0009736031876010001,-0.0002117229699433429,0.02121165328729122
-0.0002116133402317214,0.0009836963097012922,-0.0002116133402317214,0.02135299879715071
-0.0002114602723309128,0.0009978511006806341,-0.0002114602723309128,0.02154869997450671
-0.0002112939620421762,0.001013303769920179,-0.0002112939620421762,0.02175933456855208
-0.0002112383784796562,0.001018476160536787,-0.0002112383784796562,0.02182949654348829
-0.0002111272113546162,0.001028853876123072,-0.0002111272113546162,0.02196891316880803
-0.0002109722222876652,0.001043386062488733,-0.0002109722222876652,0.02216148536097971
-0.0002108038080095889,0.001059251624508642,-0.0002108038080095889,0.02236855769184545
-0.0002107474003220606,0.001064573576465688,-0.0002107474003220606,0.02243765576891534
-0.0002106345849470041,0.001075251142097677,-0.0002106345849470041,0.02257485765452231
-0.0002104775725572778,0.001090176566575538,-0.0002104775725572778,0.02276384459101062
-0.0002103069383297371,0.001106472881091898,-0.0002103069383297371,0.02296685179544906
-0.0002102496523615955,0.001111952167807651,-0.0002102496523615955,0.02303472497270427
-0.0002101350804253122,0.001122945212607025,-0.0002101350804253122,0.02316938391719219
-0.000209975946883827,0.001138279963744616,-0.000209975946883827,0.0233542787858383
-0.0002098029807758652,0.001155025260402811,-0.0002098029807758652,0.02355266449618145
-0.0002097447650860713,0.001160669712284453,-0.0002097447650860713,0.02361912942099974
-0.0002096283337064834,0.00117199398735266,-0.0002096283337064834,0.0237508731218181
-0.0002094669885460894,0.001187754140786764,-0.0002094669885460894,0.02393111887035823
-0.0002092915862711359,0.001204966711543252,-0.0002092915862711359,0.02412427350693171
-0.0002092323939757115,0.001210784045555577,-0.0002092323939757115,0.02418912389757482
-0.0002091140093848627,0.001222455082871406,-0.0002091140093848627,0.0243175350938959
