VT("/GR") X,VT("/GR") Y
0,0
1e-09,0
3e-09,0
7.000000000000001e-09,0
1.5e-08,0
3.1e-08,0
6.3e-08,0
1.27e-07,0
2.55e-07,0
5.110000000000001e-07,0
1.023e-06,0
2.047e-06,0
4.095000000000001e-06,0
8.191e-06,0
1.6383e-05,0
3.276699999999999e-05,0
6.553499999999997e-05,0
0.0001310709999999999,0
0.0002621429999999998,0
0.0005242869999999996,0
0.0008742869999999996,0
0.001224287,0
0.001574287,0
0.001924287,0
0.002274287,0
0.002624287,0
0.002974287,0
0.003324287,0
0.003674287,0
0.004,0
0.004000000000001301,2.341876692568785e-10
0.004000000000003903,7.025630077706355e-10
0.004000000000004909,8.836681386626215e-10
0.004000000000010086,1.815422812079322e-09
0.004000000000015262,2.747177485496022e-09
0.00400000000001612,2.901585222092725e-09
0.004000000000017131,3.083627103661738e-09
0.004000000000019154,3.447710866799765e-09
0.004000000000021914,3.944500975850023e-09
0.004000000000023734,4.272051462583978e-09
0.004000000000024748,4.454561719491505e-09
0.004000000000026776,4.819582233306559e-09
0.004000000000027553,4.959470334409336e-09
0.004000000000029428,5.297012828364916e-09
0.004000000000030282,5.450796064510266e-09
0.004000000000038227,6.880902098105605e-09
0.004000000000040479,7.286202891032842e-09
0.004000000000041783,7.520858935628235e-09
0.00400000000004439,7.990171024819019e-09
0.004000000000046156,8.308041754557021e-09
0.004000000000055298,9.953600443868688e-09
0.004000000000058625,1.055249637671495e-08
0.004000000000060808,1.094546328572799e-08
0.004000000000065175,1.173139710375407e-08
0.004000000000071253,1.282552189452221e-08
0.004000000000079128,1.424298179397767e-08
0.004000000000087687,1.578362440746226e-08
0.004000000000094228,1.696096388337301e-08
0.004000000000102875,1.851753125836706e-08
0.004000000000105768,1.903820850968152e-08
0.004000000000109057,1.963023493756291e-08
0.004000000000115293,2.075277449886755e-08
0.004000000000124512,2.241207219810895e-08
0.004000000000126632,2.279379809899766e-08
0.004000000000130874,2.355724990077509e-08
0.004000000000136683,2.460297590656347e-08
0.004000000000142214,2.559858575113088e-08
0.004000000000149913,2.698435225268025e-08
0.004000000000154351,2.778308832995904e-08
0.004000000000155619,2.801134324492808e-08
0.004000000000158155,2.846785307486615e-08
0.004000000000161845,2.913200930487866e-08
0.004000000000166658,2.999834755601627e-08
0.004000000000173188,3.117381353057296e-08
0.004000000000180379,3.246824684111215e-08
0.004000000000194685,3.504321832714795e-08
0.004000000000199956,3.599214676297682e-08
0.004000000000201471,3.626474120999182e-08
0.0040000000002045,3.680993010402184e-08
0.004000000000210557,3.790030789208186e-08
0.004000000000216692,3.900458081518446e-08
0.004000000000228962,4.121312666138967e-08
0.004000000000238938,4.300887770925141e-08
0.004000000000242741,4.369333020393285e-08
0.004000000000250346,4.506223519329573e-08
0.004000000000260982,4.697679745202712e-08
0.004000000000272658,4.907839759593835e-08
0.004000000000290129,5.222322574383256e-08
0.004000000000302955,5.453184778736686e-08
0.004000000000308182,5.547265771732816e-08
0.004000000000318635,5.735427757725077e-08
0.004000000000330933,5.956797555217962e-08
0.004000000000333835,6.009021405462245e-08
0.004000000000339637,6.113469105950813e-08
0.004000000000351243,6.322364506927949e-08
0.004000000000359679,6.474227404185392e-08
0.004000000000370724,6.673021510361914e-08
0.004000000000382702,6.888630291191081e-08
0.004000000000394482,7.100679419447542e-08
0.004000000000395515,7.119273920386539e-08
0.004000000000399647,7.193651924142523e-08
0.004000000000401354,7.224377346349025e-08
0.004000000000404768,7.285828190762032e-08
0.004000000000406475,7.316553612968534e-08
0.004000000000409889,7.378004457381538e-08
0.004000000000414803,7.466449333804219e-08
0.004000000000421144,7.580592403800023e-08
0.004000000000446509,8.037164683783232e-08
0.004000000000449104,8.083861705033054e-08
0.004000000000469858,8.457437875031627e-08
0.004000000000473476,8.522557659596322e-08
0.004000000000480711,8.652797228725714e-08
0.004000000000493637,8.885470484388066e-08
0.004000000000508556,9.154005678469286e-08
0.004000000000530315,9.54566113653449e-08
0.004000000000560463,1.008833641624781e-07
0.004000000000585775,1.054395633304271e-07
0.0040000000006178,1.112040147466288e-07
0.004000000000654133,1.177439395982963e-07
0.004000000000665886,1.198594348772501e-07
0.004000000000671762,1.20917182516727e-07
0.004000000000683515,1.230326777956808e-07
0.004000000000703231,1.265815577355996e-07
0.004000000000721727,1.299109257668682e-07
0.004000000000739692,1.331445891039672e-07
0.004000000000760708,1.3692750058803e-07
0.004000000000767265,1.381076503159718e-07
0.004000000000780378,1.404679497718554e-07
0.004000000000781968,1.407542832288002e-07
0.00400000000078515,1.413269501426897e-07
0.004000000000791513,1.424722839704687e-07
0.004000000000801545,1.442780270255521e-07
0.004000000000812225,1.462003955399253e-07
0.004000000000831205,1.496168813841575e-07
0.004000000000863623,1.554520574764747e-07
0.004000000000921167,1.658100219625936e-07
0.004000000000972183,1.749929888494944e-07
0.00400000000102622,1.847195833792967e-07
0.004000000001085741,1.954333569975732e-07
0.004000000001150979,2.071761512345645e-07
0.004000000001231942,2.217494937673072e-07
0.004000000001323718,2.382692480818002e-07
0.004000000001451474,2.612653843270359e-07
0.004000000001582296,2.848132667210406e-07
0.004000000001726308,3.107353437059717e-07
0.004000000001875722,3.376299240187701e-07
0.004000000002030595,3.655069996666576e-07
0.004000000002198943,3.958097911927078e-07
0.004000000002384826,4.292686518747766e-07
0.004000000002591119,4.664014487121472e-07
0.004000000002824356,5.083841160547149e-07
0.004000000003074791,5.53462432134633e-07
0.004000000003360325,6.048585070306503e-07
0.004000000003662131,6.591834890435069e-07
0.004000000003987095,7.17677011569136e-07
0.004000000004350259,7.830465963143726e-07
0.004000000004753286,8.555915351205273e-07
0.004000000005254431,9.457975028160202e-07
0.004000000005829528,1.0493150098823e-06
0.004000000006506359,1.171144587558452e-06
0.00400000000728244,1.310839249646421e-06
0.004000000008205221,1.476939820444006e-06
0.004000000009341597,1.681487449278831e-06
0.004000000011043578,1.98784410807015e-06
0.004000000013370427,2.406676889027502e-06
0.004000000016127854,2.903013766875191e-06
0.004000000019830354,3.569463787045514e-06
0.004000000024010356,4.321864116585593e-06
0.004000000028668152,5.160267369658456e-06
0.004000000033999293,6.119872733578973e-06
0.004000000039918787,7.185381664665273e-06
0.004000000046573451,8.383221148517204e-06
0.004000000053728471,9.671124682337057e-06
0.00400000006150017,1.107003067338286e-05
0.00400000006982437,1.256838664393019e-05
0.004000000078742456,1.417364210373808e-05
0.004000000088362187,1.590519372457531e-05
0.004000000098801216,1.778421878512254e-05
0.004000000110120154,1.982162777664024e-05
0.004000000122544507,2.205801119883978e-05
0.004000000136183727,2.451307079196041e-05
0.0040000001513818,2.72487239022523e-05
0.004000000168282549,3.02908587275509e-05
0.004000000187369336,3.37264805146134e-05
0.004000000209115391,3.76407703443786e-05
0.004000000234044373,4.212798703634618e-05
0.004000000262775309,4.729955567842252e-05
0.004000000296013969,5.328251433817316e-05
0.004000000334329337,6.017928062124446e-05
0.004000000377679763,6.79823572435928e-05
0.004000000426012504,7.668225070548187e-05
0.004000000478801224,8.618422038531377e-05
0.004000000535744061,9.643393099681823e-05
0.004000000596978543,0.0001074561377378868
0.004000000662917351,0.0001193251232198316
0.004000000734148506,0.0001321467310577749
0.004000000811562439,0.0001460812389803061
0.004000000896159811,0.0001613087658759792
0.004000000989047588,0.0001780285657955533
0.004000001091683161,0.00019650296905275
0.004000001205743835,0.0002170338902346502
0.004000001333194878,0.0002399750780902974
0.004000001476444779,0.0002657600602085195
0.004000001638351363,0.0002949032452612253
0.004000001822342787,0.0003280217016760201
0.004000002032328715,0.0003658191687072747
0.00400000227290433,0.0004091227794045416
0.004000002541540862,0.0004574773550605946
0.004000002827092574,0.0005088766633076987
0.004000003135793822,0.0005644428878980264
0.004000003475712717,0.0006256282890186848
0.00400000385690708,0.0006942432744308785
0.004000004293237489,0.0007727827479494002
0.004000004802933647,0.0008645280564871868
0.004000005412412609,0.000974234269663544
0.004000006162695924,0.001109285266299349
0.0040000071236283,0.001282253094016302
0.004000008427724196,0.001516990355207643
0.004000010380360548,0.001868464898583603
0.004000012642714846,0.002275688672347907
0.004000014947889746,0.002690620154333882
0.004000017413545378,0.003134438168080195
0.004000020097341505,0.003617521470971616
0.004000023065341031,0.004151761385622235
0.004000026399448707,0.004751900767249934
0.004000030178686192,0.005432163514476145
0.004000034491206809,0.006208417225629901
0.004000039430497974,0.007097489635385658
0.004000045079177066,0.008114251871822378
0.004000051478937724,0.009266208790271003
0.004000058599490772,0.01054790833895274
0.00400006634216866,0.01194159035874297
0.004000074587947442,0.01342583053950324
0.004000083248412568,0.01498471426223591
0.004000092283297842,0.01661099361154812
0.004000101691934865,0.01830454827571054
0.004000111497873765,0.02006961727760588
0.004000121736540984,0.02191257737713551
0.004000132448418161,0.02384071526898457
0.004000143676726263,0.02586181072732169
0.004000155468066854,0.02798425203377866
0.004000167874240229,0.03021736324129149
0.004000180954484007,0.03257180712130722
0.004000194777473548,0.03505994523856641
0.004000209423862785,0.03769629530135461
0.004000224988691148,0.0404979644066608
0.004000241585186076,0.04348533349360886
0.004000259348567452,0.04668274214130098
0.004000278442654621,0.05011967783172459
0.004000299067284318,0.05383211117714973
0.00400032146962958,0.05786453332443681
0.004000345959606885,0.06227272923929512
0.004000372932045161,0.06712776812896264
0.004000402899452219,0.07252190139932867
0.004000436541282342,0.07857743082160364
0.004000474781936218,0.08546074851914846
0.004000518917003168,0.09340506057031774
0.004000570830338794,0.1027494609829844
0.004000633386829338,0.1140096292809185
0.004000711199434792,0.1280158982625759
0.004000812269909093,0.1462085836366885
0.004000951982328747,0.1713568191744481
0.004001164855847587,0.2096740525656548
0.004001553174708144,0.2795714474659812
0.004002329812429259,0.4193662372666341
0.004003597364534318,0.6475256161772324
0.00400404262915816,0.7276732484687769
0.004004365508891206,0.7857916004171449
0.004004573075728631,0.823153631153566
0.004004757859096477,0.8564146373657955
0.004004857615326142,0.874370758705609
0.004004942461739974,0.8896431131954189
0.004005009666291888,0.9017399325399209
0.004005082280881283,0.9148105586309135
0.004005162855314694,0.9293139566448857
0.004005231884132288,0.9417391438118521
0.004005289383721891,0.9520890699403352
0.004005349389464702,0.9628901036463609
0.004005430001501819,0.9774002703275222
0.004005507614456251,0.9913706021251698
0.004005595408953299,1.007173611593845
0.004005661922298693,1.019146013764752
0.004005722789856899,1.030102174241894
0.004005773989086274,1.039318035529279
0.004005821480119919,1.047866421585484
0.004005869824236128,1.056568362503016
0.004005920061717463,1.065611109143409
0.004005973630513958,1.07525349251251
0.004006031692788624,1.085704701952419
0.00400609563917866,1.097215052158824
0.004006168974181675,1.110415352701618
0.004006261479953896,1.127066391701266
0.004006369880342479,1.146578461646194
0.004006471458998891,1.164862619800438
0.004006554487557721,1.179807760389742
0.00400663219921574,1.1937958588332
0.004006711170444892,1.208010680080627
0.0040067927256821,1.222690622778003
0.004006878068477086,1.238052325875544
0.00400696869006437,1.254364211586613
0.004007066118920703,1.271901405726621
0.004007172161448909,1.290989060803612
0.00400728915768937,1.312048384086649
0.00400742027207308,1.335648973154523
0.004007569969946711,1.362594590408089
0.004007744836038613,1.394070486950392
0.004007955123795294,1.431922283152965
0.004008217965808363,1.479233845505323
0.004008564911994654,1.541684159037827
0.004009063158995494,1.631368619188983
0.004009531579497747,1.715684309594492
0.004009765789748873,1.757842154797246
0.00401,1.8
0.004010000000121747,1.8
0.0040100000001324,1.8
0.00401000000014815,1.8
0.00401000000015099,1.8
0.004010000000154194,1.8
0.004010000000159449,1.8
0.004010000000165301,1.8
0.004010000000175568,1.8
0.004010000000182841,1.8
0.004010000000191341,1.8
0.004010000000204154,1.8
0.004010000000215367,1.8
0.004010000000230301,1.8
0.004010000000245255,1.8
0.004010000000254347,1.8
0.004010000000268112,1.8
0.004010000000269418,1.8
0.00401000000027203,1.8
0.004010000000277255,1.8
0.004010000000284755,1.8
0.004010000000297813,1.8
0.004010000000312728,1.8
0.004010000000314401,1.8
0.004010000000321094,1.8
0.004010000000329569,1.8
0.004010000000337416,1.8
0.004010000000347871,1.8
0.004010000000363087,1.8
0.004010000000368265,1.8
0.004010000000378621,1.8
0.004010000000393134,1.8
0.004010000000403749,1.8
0.00401000000041949,1.8
0.004010000000434518,1.8
0.004010000000457307,1.8
0.004010000000462195,1.8
0.004010000000464639,1.8
0.004010000000469528,1.8
0.004010000000474224,1.8
0.004010000000479038,1.8
0.004010000000488668,1.8
0.004010000000498392,1.8
0.004010000000523864,1.8
0.004010000000544074,1.8
0.004010000000570869,1.8
0.004010000000582933,1.8
0.004010000000598699,1.8
0.00401000000062373,1.8
0.004010000000656933,1.8
0.004010000000657814,1.8
0.004010000000659575,1.8
0.004010000000663096,1.8
0.00401000000066734,1.8
0.004010000000673808,1.8
0.004010000000681727,1.8
0.004010000000684049,1.8
0.004010000000688693,1.8
0.004010000000694032,1.8
0.004010000000699826,1.8
0.004010000000710703,1.8
0.004010000000728726,1.8
0.004010000000759644,1.8
0.004010000000779665,1.8
0.004010000000800948,1.8
0.00401000000081066,1.8
0.004010000000830084,1.8
0.0040100000008526,1.8
0.004010000000874506,1.8
0.004010000000904975,1.8
0.004010000000934121,1.8
0.004010000000977168,1.8
0.004010000001021728,1.8
0.004010000001059127,1.8
0.004010000001115137,1.8
0.004010000001179155,1.8
0.004010000001261288,1.8
0.004010000001324316,1.8
0.004010000001386356,1.8
0.004010000001458475,1.8
0.004010000001587655,1.8
0.004010000001681966,1.8
0.004010000001774667,1.8
0.004010000001901546,1.8
0.004010000002049041,1.8
0.004010000002181309,1.8
0.004010000002367889,1.8
0.004010000002611074,1.8
0.004010000002884797,1.8
0.004010000003200844,1.8
0.004010000003580937,1.8
0.00401000000397162,1.8
0.004010000004423146,1.8
0.004010000004951432,1.8
0.004010000005622209,1.8
0.004010000006355392,1.8
0.004010000007309305,1.8
0.004010000008446552,1.8
0.004010000009938132,1.8
0.004010000012147462,1.8
0.00401000001531424,1.8
0.004010000019319358,1.8
0.004010000024227064,1.8
0.00401000002980937,1.8
0.004010000036137068,1.8
0.004010000043372451,1.8
0.004010000051500286,1.8
0.004010000060423389,1.8
0.004010000070190377,1.8
0.004010000080705294,1.8
0.00401000009218723,1.8
0.004010000104832065,1.8
0.004010000118776062,1.8
0.00401000013428587,1.8
0.004010000151820727,1.8
0.004010000171817395,1.8
0.004010000194701106,1.8
0.00401000022169222,1.8
0.004010000253542118,1.8
0.004010000291809297,1.8
0.004010000337718857,1.8
0.004010000392191609,1.8
0.004010000454687771,1.8
0.004010000523715375,1.8
0.004010000598510412,1.8
0.004010000679121884,1.8
0.004010000766298851,1.8
0.004010000861549038,1.8
0.004010000966803266,1.8
0.004010001084442766,1.8
0.004010001217456051,1.8
0.004010001370067779,1.8
0.004010001547664329,1.8
0.004010001758645914,1.8
0.004010002015380149,1.8
0.004010002338113384,1.8
0.004010002762109086,1.8
0.004010003356676747,1.8
0.004010004291021765,1.8
0.004010006031992533,1.8
0.004010008232585345,1.8
0.004010010570092641,1.8
0.004010013152236373,1.8
0.004010016016240192,1.8
0.004010019234176253,1.8
0.004010022924343346,1.8
0.004010027236140608,1.8
0.004010032381742637,1.8
0.004010038666302711,1.8
0.00401004651918667,1.8
0.004010056469937545,1.8
0.004010068885915051,1.8
0.004010083474356967,1.8
0.00401009943725802,1.8
0.004010116241077764,1.8
0.004010133737810877,1.8
0.004010151946654261,1.8
0.004010170940112356,1.8
0.004010190792669352,1.8
0.004010211568040277,1.8
0.004010233329124182,1.8
0.004010256148463124,1.8
0.004010280114669989,1.8
0.004010305335591386,1.8
0.004010331940132535,1.8
0.004010360080615894,1.8
0.004010389936303523,1.8
0.00401042171901663,1.8
0.004010455680587484,1.8
0.004010492123532587,1.8
0.00401053141505337,1.8
0.004010574006552691,1.8
0.004010620460697772,1.8
0.00401067148980511,1.8
0.00401072801184612,1.8
0.004010791234819411,1.8
0.004010862786616834,1.8
0.00401094492479334,1.8
0.00401104088869433,1.8
0.00401115552555625,1.8
0.004011296477384574,1.8
0.004011476634236772,1.8
0.004011719803565155,1.8
0.004012076072165549,1.8
0.004012675448517055,1.8
0.004013874201220069,1.8
0.004016271706626096,1.8
0.004020210842285528,1.8
0.004025093904309275,1.8
0.004031987025876687,1.8
0.004040687153622109,1.8
0.004050149982723552,1.8
0.004060971507753051,1.8
0.004077329864953375,1.8
0.004092067270649866,1.8
0.004104756279924823,1.8
0.004118869440773578,1.8
0.00414137296517874,1.8
0.004160293005676274,1.8
0.004179038758350974,1.8
0.004207826773888763,1.8
0.00423558088126113,1.8
0.004265401070730635,1.8
0.004325041449669645,1.8
0.004374111425369779,1.8
0.004456321369036439,1.8
0.004554755126558369,1.8
0.004751622641602229,1.8
0.005,1.8
0.005004636631174811,1.8
0.005011020642880595,1.8
0.005013156639805147,1.8
0.005015423098798185,1.8
0.005017925807411127,1.8
0.005021065252521593,1.8
0.005023736375412674,1.8
0.00502671682511257,1.8
0.005029323434268599,1.8
0.005031666984577493,1.8
0.005033913843317794,1.8
0.005036090655099436,1.8
0.005038244449236257,1.8
0.005040414478606993,1.8
0.005042622670649053,1.8
0.005044894895281782,1.8
0.005047263411767668,1.8
